ppg_1,ppg_2,ppg_3
2402271.0,168071136.0,159886000.0
2401465.25,168084832.0,159907760.0
2396630.0,168057440.0,159848128.0
2397436.0,168039712.0,159833632.0
2406300.25,168064688.0,159890848.0
2399853.5,167991360.0,159822352.0
2398241.75,167940592.0,159827184.0
2399853.5,167895456.0,159804608.0
2399047.5,167880144.0,159811056.0
2395018.25,167820512.0,159738528.0
2395018.25,167801984.0,159757872.0
2395824.25,167830992.0,159794944.0
2394212.5,167775392.0,159747392.0
2390989.0,167761680.0,159748208.0
2390989.0,167788272.0,159675680.0
2390989.0,167810032.0,159766736.0
2395018.25,167760880.0,159730480.0
2389377.25,167718176.0,159728864.0
2392600.75,167745568.0,159782864.0
2395018.25,167735088.0,159759488.0
2394212.5,167779408.0,159778832.0
2386959.75,167768944.0,159798976.0
2391794.75,167801168.0,159788496.0
2395018.25,167765712.0,159787696.0
2398241.75,167768128.0,159801392.0
2395018.25,167749600.0,159786880.0
2395018.25,167792304.0,159774800.0
2393406.5,167797136.0,159757072.0
2394212.5,167799568.0,159818320.0
2395824.25,167793920.0,159861824.0
2394212.5,167843072.0,159812672.0
2397436.0,167833408.0,159808640.0
2397436.0,167840656.0,159773184.0
2390989.0,167822128.0,159817504.0
2388571.5,167855968.0,159829600.0
2402271.0,167895456.0,159829600.0
2399047.5,167875312.0,159847328.0
2399047.5,167891424.0,159836848.0
2396630.0,167888208.0,159816704.0
2396630.0,167844688.0,159758688.0
2402271.0,167889008.0,159838464.0
2400659.25,167896256.0,159860224.0
2396630.0,167903520.0,159879568.0
2400659.25,167929312.0,159876336.0
2405494.5,167980080.0,159915024.0
2403077.0,168026816.0,159867472.0
2401465.25,167989744.0,159967392.0
2402271.0,168024400.0,159905344.0
2404688.75,168070336.0,159969008.0
2404688.75,168063888.0,159899712.0
2399047.5,168062272.0,159865056.0
2407912.0,168140432.0,159927104.0
2404688.75,168015536.0,159940000.0
2403077.0,168025200.0,159943216.0
2392600.75,167922048.0,159815904.0
2399047.5,167915600.0,159881984.0
2396630.0,167810032.0,159817504.0
2391794.75,167861616.0,159823152.0
2396630.0,167807616.0,159841680.0
2394212.5,167774576.0,159815088.0
2395824.25,167792304.0,159819120.0
2393406.5,167799568.0,159846528.0
2396630.0,167796336.0,159803808.0
2404688.75,167817296.0,159873120.0
2397436.0,167829376.0,159814288.0
2404688.75,167759264.0,159823152.0
2398241.75,167764096.0,159764320.0
2401465.25,167750400.0,159825568.0
2403077.0,167853552.0,159869088.0
2402271.0,167796336.0,159807040.0
2397436.0,167780224.0,159823152.0
2399853.5,167814864.0,159761904.0
2399853.5,167806000.0,159850544.0
2400659.25,167801984.0,159810256.0
2397436.0,167795536.0,159826368.0
2403077.0,167801984.0,159869888.0
2400659.25,167797136.0,159821536.0
2397436.0,167791504.0,159841680.0
2401465.25,167811648.0,159785280.0
2394212.5,167812448.0,159823952.0
2401465.25,167803584.0,159803808.0
2399853.5,167789088.0,159905344.0
2400659.25,167837440.0,159825568.0
2405494.5,167848720.0,159877136.0
2405494.5,167893840.0,159855392.0
2400659.25,167885792.0,159872304.0
2410329.75,167862416.0,159917440.0
2410329.75,167943808.0,159945648.0
2407106.25,167907552.0,159892448.0
2414359.0,167928496.0,159976256.0
2414359.0,167971216.0,159931936.0
2404688.75,167926880.0,159917440.0
2407106.25,168007472.0,159906960.0
2403077.0,168002640.0,159837648.0
2410329.75,167979264.0,159949664.0
2407912.0,167967984.0,159972240.0
2407106.25,168052608.0,159940800.0
2409523.75,168012304.0,159873120.0
2409523.75,167975232.0,159868272.0
2407106.25,167988128.0,159881168.0
2403882.75,167955088.0,159881168.0
2407106.25,167896256.0,159894064.0
2403077.0,167860000.0,159865856.0
2398241.75,167758464.0,159800592.0
2397436.0,167793120.0,159805424.0
2395824.25,167779408.0,159815088.0
2399853.5,167745568.0,159807040.0
2401465.25,167735088.0,159796560.0
2398241.75,167708496.0,159761904.0
2402271.0,167682704.0,159776416.0
2399047.5,167675456.0,159786080.0
2401465.25,167686736.0,159756256.0
2392600.75,167665792.0,159791728.0
2393406.5,167728640.0,159723216.0
2396630.0,167729456.0,159799776.0
2395824.25,167753632.0,159811872.0
2398241.75,167722192.0,159880368.0
2395018.25,167787472.0,159803008.0
2397436.0,167772160.0,159778832.0
2391794.75,167752016.0,159818320.0
2395824.25,167739120.0,159792528.0
2398241.75,167729456.0,159805424.0
2393406.5,167720592.0,159742560.0
2395018.25,167698832.0,159774800.0
2397436.0,167718976.0,159810256.0
2398241.75,167756848.0,159799776.0
2398241.75,167692384.0,159740960.0
2393406.5,167734288.0,159778016.0
2401465.25,167757648.0,159813472.0
2401465.25,167787472.0,159835232.0
2398241.75,167770544.0,159847328.0
2405494.5,167812448.0,159820736.0
2399047.5,167835824.0,159833632.0
2399853.5,167794720.0,159840880.0
2399853.5,167828576.0,159832016.0
2398241.75,167899488.0,159885200.0
2399853.5,167890624.0,159880368.0
2403077.0,167825344.0,159910992.0
2394212.5,167851136.0,159857808.0
2407106.25,167880144.0,159946448.0
2405494.5,167927696.0,159987552.0
2404688.75,167943008.0,159973840.0
2399853.5,167960736.0,159947248.0
2407106.25,167947840.0,159953696.0
2391794.75,167937360.0,159839264.0
2399047.5,167881760.0,159899712.0
2400659.25,167821312.0,159901312.0
2398241.75,167700432.0,159791728.0
2396630.0,167731872.0,159807040.0
2400659.25,167766528.0,159865856.0
2394212.5,167657728.0,159802192.0
2387765.5,167655312.0,159765936.0
2393406.5,167646448.0,159749008.0
2393406.5,167630336.0,159762704.0
2390183.25,167577952.0,159815088.0
2396630.0,167631936.0,159759488.0
2390183.25,167580368.0,159756256.0
2394212.5,167597296.0,159806224.0
2391794.75,167614208.0,159717584.0
2395018.25,167606960.0,159763520.0
2395018.25,167596480.0,159843296.0
2394212.5,167630336.0,159815904.0
2391794.75,167644032.0,159763520.0
2390183.25,167579568.0,159815904.0
2399853.5,167660144.0,159869888.0
2390183.25,167617440.0,159886000.0
2393406.5,167604544.0,159794144.0
2391794.75,167635168.0,159837648.0
2397436.0,167568272.0,159759488.0
2387765.5,167635968.0,159810256.0
2395824.25,167660144.0,159813472.0
2393406.5,167623072.0,159820736.0
2394212.5,167619040.0,159840880.0
2392600.75,167587616.0,159769152.0
2391794.75,167651280.0,159817504.0
2392600.75,167637584.0,159821536.0
2399853.5,167689968.0,159861824.0
2403077.0,167660144.0,159862640.0
2398241.75,167619040.0,159847328.0
2397436.0,167684320.0,159863440.0
2393406.5,167689968.0,159849744.0
2397436.0,167722192.0,159856192.0
2395824.25,167685136.0,159872304.0
2399047.5,167744768.0,159874720.0
2394212.5,167784256.0,159844912.0
2397436.0,167784256.0,159837648.0
2393406.5,167806000.0,159893264.0
2394212.5,167851936.0,159894064.0
2397436.0,167860800.0,159925488.0
2402271.0,167815680.0,159949664.0
2389377.25,167840656.0,159882784.0
2395018.25,167747184.0,159865056.0
2390989.0,167705280.0,159823152.0
2391794.75,167675456.0,159809456.0
2392600.75,167627104.0,159778016.0
2392600.75,167643216.0,159827984.0
2391794.75,167573120.0,159823152.0
2386959.75,167498976.0,159744976.0
2391794.75,167544912.0,159774800.0
2386959.75,167515904.0,159835232.0
2386959.75,167540880.0,159830400.0
2391794.75,167509456.0,159740144.0
2390989.0,167518320.0,159821536.0
2388571.5,167470768.0,159797360.0
2387765.5,167543296.0,159821536.0
2386153.75,167439344.0,159811872.0
2388571.5,167508640.0,159798976.0
2392600.75,167524768.0,159819920.0
2385348.0,167534432.0,159811872.0
2380512.75,167527984.0,159780432.0
2388571.5,167561024.0,159825568.0
2382930.5,167559408.0,159811872.0
2386153.75,167571504.0,159802192.0
2390183.25,167519120.0,159826368.0
2386959.75,167556992.0,159797360.0
2387765.5,167526368.0,159847328.0
2394212.5,167528784.0,159815088.0
2391794.75,167534432.0,159787696.0
2387765.5,167528784.0,159771568.0
2391794.75,167565856.0,159835232.0
2390183.25,167592448.0,159800592.0
2391794.75,167597296.0,159791728.0
2388571.5,167547328.0,159886816.0
2394212.5,167589232.0,159877136.0
2387765.5,167573920.0,159774000.0
2395824.25,167682704.0,159903744.0
2389377.25,167631936.0,159874720.0
2390183.25,167692384.0,159829600.0
2392600.75,167723808.0,159927920.0
2394212.5,167677072.0,159914208.0
2398241.75,167640000.0,159910992.0
2395824.25,167701248.0,159894864.0
2393406.5,167736704.0,159903744.0
2395018.25,167732672.0,159882784.0
2395018.25,167829376.0,159927104.0
2401465.25,167755232.0,159938384.0
2399853.5,167783440.0,159906960.0
2400659.25,167738320.0,159898096.0
2399853.5,167732672.0,159873920.0
2403882.75,167732672.0,159892448.0
2396630.0,167594864.0,159877952.0
2390183.25,167592448.0,159740960.0
2395824.25,167590848.0,159807840.0
2394212.5,167574720.0,159720000.0
2394212.5,167552160.0,159769152.0
2394212.5,167553776.0,159786880.0
2394212.5,167480432.0,159755456.0
2395018.25,167485280.0,159823152.0
2394212.5,167470768.0,159820736.0
2388571.5,167449008.0,159778832.0
2394212.5,167493328.0,159818320.0
2392600.75,167531216.0,159839264.0
2391794.75,167516704.0,159786880.0
2390989.0,167537648.0,159846528.0
2389377.25,167527184.0,159766736.0
2387765.5,167541680.0,159827184.0
2396630.0,167544096.0,159844912.0
2402271.0,167532016.0,159860224.0
2388571.5,167535232.0,159794144.0
2394212.5,167602128.0,159875536.0
2396630.0,167571504.0,159809456.0
2398241.75,167528784.0,159863440.0
2396630.0,167560224.0,159858608.0
2399853.5,167619856.0,159922272.0
2394212.5,167541680.0,159873120.0
2398241.75,167566672.0,159861024.0
2399047.5,167581984.0,159847328.0
2398241.75,167623072.0,159903744.0
2397436.0,167598096.0,159850544.0
2403882.75,167597296.0,159960144.0
2396630.0,167565856.0,159848128.0
2402271.0,167634352.0,159942416.0
2405494.5,167696416.0,159975456.0
2397436.0,167660960.0,159907760.0
2403077.0,167714144.0,159916624.0
2402271.0,167725424.0,159980288.0
2398241.75,167695600.0,159991568.0
2404688.75,167718976.0,159944832.0
2397436.0,167736704.0,159931136.0
2405494.5,167762496.0,159945648.0
2407106.25,167812448.0,159995600.0
2402271.0,167812448.0,159943216.0
2403882.75,167727840.0,159907760.0
2403882.75,167703664.0,159906960.0
2403077.0,167717360.0,159915024.0
2399853.5,167723808.0,159869088.0
2401465.25,167640000.0,159910176.0
2400659.25,167635968.0,159907760.0
2398241.75,167594864.0,159867472.0
2395824.25,167581984.0,159916624.0
2394212.5,167564256.0,159881984.0
2397436.0,167542496.0,159840080.0
2394212.5,167529600.0,159858608.0
2399853.5,167581984.0,159906960.0
2400659.25,167474800.0,159940000.0
2390989.0,167515088.0,159865056.0
2397436.0,167559408.0,159882784.0
2398241.75,167495744.0,159929520.0
2395018.25,167514288.0,159868272.0
2396630.0,167575536.0,159894864.0
2392600.75,167546528.0,159860224.0
2390183.25,167553776.0,159890032.0
2395018.25,167586816.0,159920656.0
2391794.75,167543296.0,159893264.0
2395018.25,167537648.0,159875536.0
2401465.25,167603744.0,159917440.0
2398241.75,167552160.0,159892448.0
2398241.75,167567472.0,159819920.0
2397436.0,167610992.0,159848944.0
2395824.25,167602128.0,159915824.0
2397436.0,167559408.0,159892448.0
2400659.25,167604544.0,159872304.0
2394212.5,167618240.0,159838464.0
2398241.75,167599712.0,159917440.0
2397436.0,167625488.0,159926304.0
2394212.5,167621472.0,159846528.0
2399047.5,167644832.0,159929520.0
2401465.25,167669824.0,159923072.0
2398241.75,167659344.0,159889232.0
2401465.25,167719776.0,159942416.0
2400659.25,167692384.0,159962560.0
2393406.5,167695600.0,159940000.0
2397436.0,167706880.0,159953696.0
2403077.0,167735088.0,159989152.0
2403077.0,167785056.0,160006880.0
2404688.75,167795536.0,160039920.0
2403882.75,167779408.0,160064912.0
2407106.25,167835824.0,160023808.0
2409523.75,167777808.0,159975456.0
2403882.75,167765712.0,159925488.0
2398241.75,167710912.0,159902928.0
2399853.5,167678688.0,159932752.0
2410329.75,167594064.0,159921472.0
2393406.5,167606160.0,159873920.0
2396630.0,167591648.0,159866672.0
2399853.5,167607760.0,159918240.0
2394212.5,167543296.0,159849744.0
2395018.25,167545712.0,159872304.0
2391794.75,167523152.0,159878752.0
2396630.0,167569088.0,159859408.0
2391794.75,167521536.0,159842496.0
2397436.0,167512672.0,159933552.0
2388571.5,167488496.0,159847328.0
2400659.25,167513472.0,159895680.0
2394212.5,167514288.0,159897296.0
2397436.0,167562640.0,159936784.0
2398241.75,167577136.0,159927920.0
2395824.25,167596480.0,159902128.0
2401465.25,167545712.0,159943216.0
2399047.5,167572304.0,159960144.0
2407912.0,167566672.0,159973040.0
2402271.0,167495744.0,159853776.0
2398241.75,167552960.0,159908576.0
2396630.0,167548128.0,159865856.0
2399047.5,167537648.0,159910176.0
2397436.0,167562640.0,159844096.0
2400659.25,167544096.0,159865056.0
2400659.25,167581984.0,159934352.0
2396630.0,167566672.0,159927104.0
2403077.0,167652896.0,159964176.0
2395824.25,167599712.0,159952896.0
2403077.0,167592448.0,159914208.0
2400659.25,167643216.0,159849744.0
2403077.0,167594864.0,159956112.0
2403882.75,167667392.0,159940000.0
2396630.0,167630336.0,159928720.0
2399047.5,167672240.0,159959344.0
2403077.0,167656928.0,159940800.0
2404688.75,167728640.0,159919856.0
2406300.25,167767328.0,159928720.0
2406300.25,167760880.0,160002048.0
2408718.0,167800368.0,160035088.0
2397436.0,167748784.0,160014944.0
2411135.5,167848720.0,160033472.0
2411135.5,167835024.0,159981104.0
2406300.25,167802784.0,159979488.0
2402271.0,167745568.0,159933552.0
2406300.25,167748784.0,159952896.0
2403882.75,167627920.0,159925488.0
2401465.25,167607760.0,159935168.0
2405494.5,167598096.0,159905344.0
2400659.25,167594864.0,159906960.0
2399047.5,167576336.0,159861824.0
2397436.0,167522352.0,159844096.0
2399047.5,167523152.0,159832816.0
2397436.0,167514288.0,159901312.0
2390183.25,167508640.0,159874720.0
2404688.75,167504608.0,159883584.0
2398241.75,167521536.0,159867472.0
2398241.75,167504608.0,159827984.0
2401465.25,167526368.0,159869888.0
2400659.25,167523952.0,159881168.0
2399047.5,167520736.0,159924688.0
2399047.5,167551360.0,159852160.0
2396630.0,167557808.0,159916624.0
2402271.0,167554576.0,159885200.0
2401465.25,167514288.0,159886816.0
2395824.25,167535232.0,159882784.0
2396630.0,167521536.0,159904544.0
2402271.0,167522352.0,159898096.0
2398241.75,167519120.0,159861024.0
2401465.25,167549744.0,159867472.0
2407106.25,167532016.0,159945648.0
2404688.75,167535232.0,159898096.0
2403077.0,167530400.0,159873920.0
2403077.0,167577952.0,159885200.0
2399047.5,167575536.0,159893264.0
2395018.25,167582784.0,159879568.0
2401465.25,167620656.0,159872304.0
2403077.0,167609376.0,159908576.0
2401465.25,167654512.0,159911792.0
2399047.5,167664176.0,159906160.0
2400659.25,167699632.0,159975456.0
2402271.0,167698016.0,159964176.0
2404688.75,167742352.0,159947248.0
2403077.0,167651280.0,159926304.0
2406300.25,167787472.0,159977872.0
2405494.5,167732672.0,159948864.0
2406300.25,167740736.0,160027840.0
2407106.25,167767328.0,160019776.0
2415970.75,167798752.0,160042352.0
2406300.25,167860800.0,160022192.0
2410329.75,167858384.0,160079408.0
2407106.25,167848720.0,160013328.0
2405494.5,167858384.0,159985936.0
2411135.5,167822928.0,159970624.0
2399853.5,167747184.0,159940800.0
2404688.75,167718976.0,159973840.0
2403077.0,167692384.0,159887616.0
2396630.0,167631136.0,159924688.0
2399853.5,167640000.0,159900512.0
2399853.5,167578752.0,159910176.0
2403882.75,167593264.0,159907760.0
2397436.0,167615024.0,159904544.0
2395018.25,167556992.0,159897296.0
2399853.5,167576336.0,159888432.0
2395018.25,167564256.0,159866672.0
2403882.75,167540880.0,159961760.0
2399853.5,167536048.0,159921472.0
2401465.25,167573120.0,159935968.0
2403882.75,167545712.0,159876336.0
2403077.0,167588432.0,159962560.0
2396630.0,167603744.0,159958528.0
2409523.75,167653696.0,159937584.0
2400659.25,167631136.0,159906960.0
2401465.25,167623072.0,159956112.0
2409523.75,167606160.0,159957728.0
2398241.75,167596480.0,159848128.0
2403882.75,167612608.0,159913408.0
2404688.75,167612608.0,159953696.0
2400659.25,167642416.0,159881168.0
2401465.25,167638384.0,159912608.0
2409523.75,167642416.0,159963376.0
2401465.25,167638384.0,159905344.0
2403882.75,167608576.0,159919040.0
2403077.0,167658528.0,159914208.0
2412747.25,167688352.0,159975456.0
2408718.0,167678688.0,159967392.0
2403077.0,167664976.0,159913408.0
2406300.25,167723008.0,159960960.0
2409523.75,167739920.0,159994000.0
2414359.0,167753632.0,159982704.0
2410329.75,167823744.0,159999632.0
2412747.25,167806000.0,159989968.0
2411941.5,167786672.0,159978688.0
2411135.5,167776192.0,160040736.0
2415164.75,167826960.0,160046368.0
2414359.0,167862416.0,160020592.0
2419194.25,167884176.0,160087472.0
2416776.5,167812448.0,160068128.0
2415164.75,167934144.0,160043152.0
2415970.75,167919632.0,160069744.0
2413553.0,167945424.0,160106000.0
2415164.75,167944608.0,160095536.0
2417582.5,167879344.0,160035088.0
2417582.5,167873696.0,160024608.0
2411135.5,167846304.0,160014144.0
2409523.75,167780224.0,159985936.0
2409523.75,167698016.0,159935168.0
2403077.0,167713328.0,159948064.0
2404688.75,167685136.0,159953696.0
2411941.5,167710112.0,159952080.0
2405494.5,167669824.0,159946448.0
2405494.5,167633552.0,159926304.0
2403077.0,167668208.0,159919040.0
2405494.5,167663376.0,159910176.0
2412747.25,167641616.0,159938384.0
2401465.25,167619040.0,159929520.0
2407106.25,167619856.0,159871504.0
2407106.25,167646448.0,159961760.0
2407912.0,167640000.0,159950480.0
2407106.25,167649664.0,159930336.0
2406300.25,167626304.0,159888432.0
2406300.25,167621472.0,159928720.0
2409523.75,167631136.0,159949664.0
2405494.5,167631936.0,159908576.0
2409523.75,167607760.0,159909376.0
2402271.0,167635968.0,159865856.0
2409523.75,167613408.0,159921472.0
2407912.0,167633552.0,159898896.0
2412747.25,167634352.0,159896480.0
2409523.75,167698832.0,159932752.0
2407912.0,167667392.0,159975456.0
2411135.5,167681904.0,159969008.0
2415164.75,167705280.0,159986736.0
2413553.0,167680288.0,159926304.0
2411135.5,167679488.0,159919040.0
2415970.75,167702048.0,159986736.0
2411941.5,167700432.0,159894064.0
2415970.75,167739920.0,159917440.0
2413553.0,167735904.0,159942416.0
2414359.0,167758464.0,159950480.0
2410329.75,167789888.0,159939200.0
2410329.75,167760080.0,159926304.0
2411941.5,167752816.0,159959344.0
2411941.5,167781824.0,159979488.0
2415164.75,167822928.0,159973040.0
2415164.75,167838240.0,159950480.0
2410329.75,167819712.0,159960144.0
2417582.5,167928496.0,160017360.0
2409523.75,167883376.0,159995600.0
2415164.75,167934144.0,159989968.0
2413553.0,167883376.0,159970624.0
2420805.75,167898688.0,159971424.0
2416776.5,167887392.0,159907760.0
2415164.75,167748784.0,159931136.0
2412747.25,167741536.0,159913408.0
2408718.0,167595680.0,159865056.0
2410329.75,167645648.0,159869888.0
2407912.0,167647248.0,159923888.0
2412747.25,167610176.0,159833632.0
2413553.0,167609376.0,159915824.0
2407912.0,167586000.0,159854576.0
2407912.0,167521536.0,159864256.0
2411135.5,167592448.0,159896480.0
2408718.0,167559408.0,159898896.0
2403077.0,167514288.0,159886000.0
2407106.25,167596480.0,159843296.0
2408718.0,167540080.0,159861024.0
2409523.75,167508640.0,159875536.0
2403882.75,167524768.0,159898096.0
2407912.0,167589232.0,159873920.0
2407106.25,167584400.0,159824768.0
2413553.0,167598096.0,159885200.0
2408718.0,167556992.0,159882784.0
2406300.25,167577952.0,159842496.0
2410329.75,167579568.0,159848128.0
2411941.5,167585200.0,159816704.0
2411135.5,167572304.0,159875536.0
2415164.75,167522352.0,159859408.0
2416776.5,167527984.0,159844096.0
2409523.75,167581984.0,159856992.0
2411135.5,167590848.0,159824768.0
2423223.5,167570688.0,159892448.0
2411135.5,167548944.0,159846528.0
2409523.75,167586816.0,159856192.0
2414359.0,167545712.0,159880368.0
2408718.0,167554576.0,159900512.0
2405494.5,167596480.0,159796560.0
2414359.0,167654512.0,159847328.0
2415970.75,167586816.0,159848944.0
2406300.25,167616624.0,159846528.0
2413553.0,167618240.0,159861024.0
2411135.5,167693184.0,159904544.0
2413553.0,167703664.0,159931136.0
2416776.5,167703664.0,159891648.0
2414359.0,167726224.0,159979488.0
2417582.5,167681104.0,159869088.0
2415970.75,167707696.0,159931936.0
2420000.0,167736704.0,159960960.0
2420805.75,167750400.0,159908576.0
2419194.25,167800368.0,159978688.0
2425641.0,167803584.0,159860224.0
2414359.0,167752816.0,159831216.0
2419194.25,167711728.0,159894064.0
2415970.75,167654512.0,159843296.0
2418388.25,167588432.0,159867472.0
2412747.25,167536048.0,159841680.0
2415164.75,167520736.0,159750624.0
2416776.5,167539264.0,159814288.0
2411941.5,167465936.0,159797360.0
2404688.75,167444176.0,159745792.0
2406300.25,167408720.0,159761904.0
2412747.25,167365200.0,159736928.0
2410329.75,167356336.0,159703888.0
2415970.75,167398240.0,159747392.0
2407912.0,167375680.0,159718384.0
2409523.75,167374864.0,159774000.0
2405494.5,167349088.0,159701472.0
2411135.5,167348272.0,159722416.0
2410329.75,167348272.0,159693408.0
2405494.5,167358752.0,159688576.0
2407912.0,167317648.0,159692608.0
2412747.25,167333776.0,159687760.0
2413553.0,167345056.0,159702272.0
2411135.5,167323296.0,159661168.0
2412747.25,167328944.0,159737728.0
2413553.0,167283808.0,159728064.0
2411941.5,167266880.0,159683744.0
2415970.75,167257216.0,159645856.0
2409523.75,167293472.0,159666000.0
2413553.0,167322496.0,159670848.0
2410329.75,167274944.0,159649088.0
2406300.25,167333776.0,159666000.0
2407106.25,167326528.0,159720800.0
2402271.0,167299920.0,159697440.0
2405494.5,167340224.0,159659568.0
2404688.75,167332160.0,159720000.0
2403882.75,167368432.0,159686960.0
2396630.0,167363584.0,159737728.0
2407106.25,167367616.0,159764320.0
2403882.75,167431280.0,159743376.0
2405494.5,167446592.0,159765936.0
2404688.75,167390992.0,159753040.0
2409523.75,167411936.0,159803008.0
2411135.5,167471568.0,159740144.0
2416776.5,167466736.0,159747392.0
2404688.75,167503008.0,159757872.0
2409523.75,167516704.0,159781248.0
2415164.75,167542496.0,159748208.0
2416776.5,167565056.0,159827984.0
2413553.0,167598096.0,159793328.0
2415164.75,167563440.0,159757072.0
2418388.25,167519120.0,159778832.0
2412747.25,167440144.0,159761104.0
2406300.25,167395024.0,159714352.0
2407106.25,167319264.0,159720800.0
2404688.75,167260432.0,159713552.0
2403077.0,167283808.0,159641824.0
2403882.75,167258832.0,159618464.0
2407106.25,167245136.0,159676480.0
2405494.5,167201616.0,159627328.0
2408718.0,167158896.0,159650688.0
2405494.5,167176624.0,159604768.0
2407106.25,167123440.0,159652304.0
2397436.0,167169376.0,159658752.0
2394212.5,167191936.0,159715168.0
2403882.75,167186304.0,159757872.0
2410329.75,167227392.0,159794944.0
2413553.0,167272528.0,159854576.0
2409523.75,167234656.0,159767552.0
2406300.25,167183888.0,159735312.0
2407106.25,167219344.0,159695024.0
2407106.25,167217728.0,159729664.0
2404688.75,167192752.0,159624096.0
2408718.0,167208864.0,159687760.0
2403882.75,167183888.0,159661984.0
2408718.0,167182272.0,159682128.0
2403882.75,167173408.0,159652304.0
2407912.0,167141168.0,159708720.0
2407912.0,167212080.0,159694208.0
2407106.25,167162128.0,159707104.0
