ppg_1,ppg_2,ppg_3
4272674.0,139200368.0,138488784.0
4269450.5,139208432.0,138477504.0
4271868.0,139210848.0,138505712.0
4276703.5,139194720.0,138459776.0
4271868.0,139215680.0,138504096.0
4276703.5,139209232.0,138467040.0
4276703.5,139238240.0,138476704.0
4279121.0,139300288.0,138472672.0
4278315.0,139259200.0,138493632.0
4278315.0,139276112.0,138502496.0
4280732.5,139311568.0,138454944.0
4291209.0,139339776.0,138528272.0
4292820.5,139297872.0,138501680.0
4296044.0,139338976.0,138508128.0
4290403.0,139345424.0,138515392.0
4294432.0,139384912.0,138529088.0
4303296.5,139395392.0,138481536.0
4304908.5,139418752.0,138517808.0
4296850.0,139423584.0,138485568.0
4300073.5,139428432.0,138526672.0
4298461.5,139454208.0,138504912.0
4306520.0,139509824.0,138536336.0
4301685.0,139552528.0,138527472.0
4304908.5,139517072.0,138551648.0
4305714.5,139572672.0,138544400.0
4312161.0,139567040.0,138517808.0
4313773.0,139575088.0,138527472.0
4318608.0,139573472.0,138532304.0
4322637.5,139627472.0,138564544.0
4333919.5,139659712.0,138520224.0
4325861.0,139631504.0,138531504.0
4326666.5,139693552.0,138519408.0
4323443.0,139599264.0,138522640.0
4316190.5,139588784.0,138485568.0
4312967.0,139528352.0,138512160.0
4316190.5,139481616.0,138532304.0
4309743.5,139430848.0,138490400.0
4309743.5,139328496.0,138405792.0
4314579.0,139375232.0,138481536.0
4301685.0,139329312.0,138484768.0
4305714.5,139368784.0,138458176.0
4307326.0,139325280.0,138458976.0
4312161.0,139358320.0,138389664.0
4313773.0,139363152.0,138430768.0
4309743.5,139390544.0,138471056.0
4317802.0,139404256.0,138455744.0
4310549.5,139476784.0,138458976.0
4325861.0,139467920.0,138446880.0
4322637.5,139426000.0,138454144.0
4325861.0,139428432.0,138426736.0
4323443.0,139463888.0,138433184.0
4323443.0,139422784.0,138417872.0
4324249.0,139413120.0,138443664.0
4325861.0,139421984.0,138404176.0
4320220.0,139475968.0,138438832.0
4321025.5,139463888.0,138427552.0
4322637.5,139465488.0,138411424.0
4323443.0,139464688.0,138404976.0
4327472.5,139485648.0,138408208.0
4330696.0,139481616.0,138454144.0
4324249.0,139510624.0,138379200.0
4332307.5,139514656.0,138386448.0
4332307.5,139573472.0,138457360.0
4329890.0,139533184.0,138471872.0
4334725.5,139557360.0,138485568.0
4334725.5,139585568.0,138409008.0
4335531.0,139615392.0,138414656.0
4336337.0,139617808.0,138448496.0
4349231.0,139653264.0,138428352.0
4346007.5,139663744.0,138449312.0
4343589.5,139639568.0,138488784.0
4347619.0,139657296.0,138419488.0
4357289.5,139694352.0,138401760.0
4344395.5,139701616.0,138464608.0
4346813.0,139697584.0,138445280.0
4347619.0,139761248.0,138413840.0
4349231.0,139741904.0,138401760.0
4354872.0,139774144.0,138391280.0
4348425.0,139754800.0,138427552.0
4353260.0,139754000.0,138457360.0
4360513.0,139691936.0,138413040.0
4346007.5,139635536.0,138426736.0
4352454.0,139547696.0,138372752.0
4341172.0,139492080.0,138366304.0
4350036.5,139513040.0,138367104.0
4342784.0,139428432.0,138320368.0
4341172.0,139369600.0,138298608.0
4326666.5,139421168.0,138317952.0
4340366.5,139481616.0,138292960.0
4333113.5,139417952.0,138342928.0
4338754.5,139473552.0,138282496.0
4334725.5,139471936.0,138298608.0
4338754.5,139492080.0,138287328.0
4336337.0,139550112.0,138263952.0
4338754.5,139512240.0,138313120.0
4341172.0,139492080.0,138276848.0
4342784.0,139517872.0,138323584.0
4339560.5,139533184.0,138254288.0
4338754.5,139558176.0,138299408.0
4341978.0,139502560.0,138193040.0
4344395.5,139458240.0,138240592.0
4335531.0,139500960.0,138241392.0
4341978.0,139512240.0,138234144.0
4335531.0,139492896.0,138214000.0
4334725.5,139524320.0,138152752.0
4337948.5,139554144.0,138208352.0
4339560.5,139552528.0,138229312.0
4344395.5,139571056.0,138199488.0
4345201.5,139603296.0,138246224.0
4341172.0,139582352.0,138236560.0
4341978.0,139571056.0,138226080.0
4341978.0,139589600.0,138182560.0
4352454.0,139596048.0,138151136.0
4343589.5,139616992.0,138204320.0
4351648.5,139621024.0,138176112.0
4346007.5,139620224.0,138205136.0
4347619.0,139633120.0,138201104.0
4345201.5,139669376.0,138189824.0
4354872.0,139645200.0,138173696.0
4349231.0,139717728.0,138161616.0
4341172.0,139691936.0,138145488.0
4353260.0,139671792.0,138158384.0
4348425.0,139658896.0,138123744.0
4346813.0,139684688.0,138088272.0
4339560.5,139608128.0,138130992.0
4333919.5,139511424.0,138110848.0
4333919.5,139426000.0,138080224.0
4325055.0,139421984.0,138021392.0
4330696.0,139367984.0,138000432.0
4321831.5,139328496.0,138086672.0
4321025.5,139301104.0,137932752.0
4319414.0,139272080.0,137947248.0
4321025.5,139347040.0,137973040.0
4329890.0,139326080.0,137970624.0
4318608.0,139357504.0,137981104.0
4326666.5,139355088.0,137891648.0
4324249.0,139388944.0,137967392.0
4325861.0,139351872.0,137932752.0
4325861.0,139382496.0,137946448.0
4324249.0,139447760.0,137971424.0
4321831.5,139388128.0,137927104.0
4324249.0,139337360.0,137879568.0
4321831.5,139366368.0,137859408.0
4325861.0,139316416.0,137876336.0
4316996.5,139313184.0,137865856.0
4321831.5,139272080.0,137835232.0
4323443.0,139360736.0,137851360.0
4326666.5,139331728.0,137822352.0
4319414.0,139314800.0,137845712.0
4321831.5,139340592.0,137849744.0
4321025.5,139404256.0,137836048.0
4322637.5,139397808.0,137839264.0
