timestamps,eeg_1,eeg_2,eeg_3,eeg_4,ppg_1,ppg_2,ppg_3
1553360318.3378124,,,,,,,
1553360318.3416452,792.161193848,805.054931641,809.084228516,815.53112793,,,
1553360318.3455443,830.842468262,802.637390137,805.054931641,882.014648438,,,
1553360318.3494432,842.52746582,800.622680664,813.919433594,878.388305664,,,
1553360318.3524415,,,,,2396630.0,167631936.0,159759488.0
1553360318.3533421,798.608032227,809.487182617,817.545776367,822.783874512,,,
1553360318.3571942,,,,,,,
1553360318.3572409,780.879150391,811.098876953,810.293029785,811.904785156,,,
1553360318.3574460,,,,,,,
1553360318.3610172,,,,,,,
1553360318.3610172,,,,,,,
1553360318.3611400,823.186828613,809.084228516,810.293029785,863.8828125,,,
1553360318.3612425,,,,,,,
1553360318.3612702,,,,,,,
1553360318.3612959,,,,,,,
1553360318.3614070,,,,,,,
1553360318.3614657,,,,,,,
1553360318.3615065,,,,,,,
1553360318.3615379,,,,,,,
1553360318.3615696,,,,,,,
1553360318.3616862,,,,,,,
1553360318.3617208,,,,,,,
1553360318.3617458,,,,,,,
1553360318.3617754,,,,,,,
1553360318.3618629,,,,,,,
1553360318.3619075,,,,,,,
1553360318.3619258,,,,,,,
1553360318.3620811,,,,,,,
1553360318.3645730,,,,,,,
1553360318.3650389,849.780212402,810.293029785,807.875488281,882.014648438,,,
1553360318.3680406,,,,,2390183.25,167580368.0,159756256.0
1553360318.3689377,818.351623535,807.47253418,802.637390137,833.260070801,,,
1553360318.3728366,785.714294434,803.443237305,791.758239746,805.457885742,,,
1553360318.3767357,809.487182617,801.831481934,785.311340332,849.377319336,,,
1553360318.3768277,,,,,,,
1553360318.3770792,,,,,,,
1553360318.3806345,840.109863281,797.802185059,798.20513916,878.79119873,,,
1553360318.3836398,,,,,2394212.5,167597296.0,159806224.0
1553360318.3845334,828.424926758,799.41394043,808.278381348,837.289367676,,,
1553360318.3884323,795.787536621,801.025634766,804.249084473,793.772888184,,,
1553360318.3923314,801.025634766,800.219787598,800.219787598,821.575073242,,,
1553360318.3962302,842.930419922,801.428588867,800.622680664,873.956054688,,,
1553360318.3964612,,,,,,,
1553360318.3967128,,,,,,,
1553360318.3992391,,,,,2391794.75,167614208.0,159717584.0
1553360318.3997419,,,,,,,
1553360318.4001291,844.542114258,803.846130371,803.443237305,849.780212402,,,
1553360318.4040279,802.637390137,805.860778809,804.249084473,801.025634766,,,
1553360318.4079270,799.41394043,804.249084473,801.025634766,821.575073242,,,
1553360318.4118259,844.139221191,803.846130371,801.831481934,864.285705566,,,
1553360318.4148383,,,,,2395018.25,167606960.0,159763520.0
1553360318.4157248,853.406616211,807.47253418,807.069580078,861.062255859,,,
1553360318.4160948,,,,,,,
1553360318.4163463,,,,,,,
1553360318.4196236,816.336975098,810.293029785,804.249084473,807.875488281,,,
1553360318.4235227,797.802185059,811.098876953,803.040283203,799.010986328,,,
1553360318.4274216,834.871765137,813.113525391,814.32232666,851.391967773,,,
1553360318.4304376,,,,,2395018.25,167596480.0,159843296.0
1553360318.4313204,861.868103027,808.681335449,816.336975098,869.523803711,,,
1553360318.4349110,,,,,,,
1553360318.4352193,829.633728027,801.428588867,804.652038574,823.992675781,,,
1553360318.4357281,,,,,,,
1553360318.4359796,,,,,,,
1553360318.4391184,799.816833496,796.593383789,800.219787598,792.564086914,,,
1553360318.4430172,819.560424805,799.816833496,802.637390137,834.871765137,,,
1553360318.4460368,,,,,2394212.5,167630336.0,159815904.0
1553360318.4469161,855.421264648,814.32232666,805.457885742,880.0,,,
1553360318.4508150,846.153869629,821.978027344,810.293029785,844.139221191,,,
1553360318.4547141,809.487182617,813.516479492,811.501831055,793.369934082,,,
1553360318.4553616,,,,,,,
1553360318.4556131,,,,,,,
1553360318.4586129,813.516479492,810.695983887,811.501831055,819.560424805,,,
1553360318.4616361,,,,,2391794.75,167644032.0,159763520.0
1553360318.4624906,,,,,,,
1553360318.4624906,,,,,,,
1553360318.4625118,853.003662109,813.516479492,812.307678223,867.106201172,,,
1553360318.4627156,,,,,,,
1553360318.4627435,,,,,,,
1553360318.4627693,,,,,,,
1553360318.4628801,,,,,,,
1553360318.4629390,,,,,,,
1553360318.4629798,,,,,,,
1553360318.4630110,,,,,,,
1553360318.4630427,,,,,,,
1553360318.4631593,,,,,,,
1553360318.4631937,,,,,,,
1553360318.4632189,,,,,,,
1553360318.4632483,,,,,,,
1553360318.4633358,,,,,,,
1553360318.4633801,,,,,,,
1553360318.4633985,,,,,,,
1553360318.4635534,,,,,,,
1553360318.4664106,852.197814941,812.307678223,805.054931641,856.227111816,,,
1553360318.4700799,,,,,,,
1553360318.4703097,816.739929199,813.113525391,802.637390137,800.622680664,,,
1553360318.4742086,803.846130371,808.278381348,799.010986328,800.622680664,,,
1553360318.4749951,,,,,,,
1553360318.4752467,,,,,,,
1553360318.4772353,,,,,2390183.25,167579568.0,159815904.0
1553360318.4781075,838.901123047,807.875488281,798.608032227,858.241760254,,,
1553360318.4820063,859.85345459,806.666687012,803.443237305,859.047607422,,,
1553360318.4859054,824.798522949,803.040283203,801.831481934,800.622680664,,,
1553360318.4898043,809.890136719,806.666687012,803.443237305,786.923095703,,,
1553360318.4928346,,,,,2399853.5,167660144.0,159869888.0
1553360318.4937031,849.780212402,808.278381348,806.26373291,842.124511719,,,
1553360318.4946287,,,,,,,
1553360318.4948800,,,,,,,
1553360318.4976020,877.582397461,806.26373291,803.846130371,873.956054688,,,
1553360318.5015011,856.227111816,811.098876953,807.47253418,832.454223633,,,
1553360318.5052488,,,,,,,
1553360318.5053999,824.395629883,814.725280762,811.098876953,795.787536621,,,
1553360318.5084338,,,,,2390183.25,167617440.0,159886000.0
1553360318.5092988,838.901123047,811.501831055,802.637390137,823.186828613,,,
1553360318.5131977,874.761901855,808.278381348,794.175842285,866.703308105,,,
1553360318.5142622,,,,,,,
1553360318.5145135,,,,,,,
1553360318.5170968,863.076904297,810.293029785,796.996337891,840.512817383,,,
1553360318.5209956,823.58972168,817.545776367,805.054931641,795.787536621,,,
1553360318.5240328,,,,,2393406.5,167604544.0,159794144.0
1553360318.5248945,822.783874512,813.919433594,808.681335449,819.963378906,,,
1553360318.5287933,863.479858398,805.860778809,805.457885742,870.329650879,,,
1553360318.5326924,869.120849609,811.098876953,802.637390137,858.644714355,,,
1553360318.5338957,,,,,,,
1553360318.5341470,,,,,,,
1553360318.5365913,831.648376465,815.934082031,804.249084473,804.652038574,,,
1553360318.5396321,,,,,2391794.75,167635168.0,159837648.0
1553360318.5404177,,,,,,,
1553360318.5404902,822.783874512,813.113525391,803.846130371,803.040283203,,,
1553360318.5443890,868.717956543,816.336975098,804.652038574,858.241760254,,,
1553360318.5482881,879.597045898,816.336975098,805.457885742,849.377319336,,,
1553360318.5521870,839.706970215,814.32232666,803.040283203,804.249084473,,,
1553360318.5535290,,,,,,,
1553360318.5537803,,,,,,,
1553360318.5552313,,,,,2397436.0,167568272.0,159759488.0
1553360318.5560858,842.124511719,817.545776367,804.652038574,829.633728027,,,
1553360318.5599847,888.05859375,817.142883301,809.890136719,875.164855957,,,
1553360318.5638838,898.937744141,813.919433594,805.457885742,861.465209961,,,
1553360318.5639639,,,,,,,
1553360318.5639639,,,,,,,
1553360318.5641890,,,,,,,
1553360318.5642171,,,,,,,
1553360318.5642426,,,,,,,
1553360318.5643535,,,,,,,
1553360318.5644121,,,,,,,
1553360318.5644529,,,,,,,
1553360318.5644841,,,,,,,
1553360318.5645161,,,,,,,
1553360318.5646322,,,,,,,
1553360318.5646665,,,,,,,
1553360318.5646918,,,,,,,
1553360318.5647213,,,,,,,
1553360318.5648084,,,,,,,
1553360318.5648527,,,,,,,
1553360318.5648711,,,,,,,
1553360318.5650260,,,,,,,
1553360318.5677826,857.032958984,813.516479492,804.652038574,809.084228516,,,
1553360318.5708306,,,,,2387765.5,167635968.0,159810256.0
1553360318.5716815,844.542114258,813.516479492,804.652038574,809.890136719,,,
1553360318.5731626,,,,,,,
1553360318.5734138,,,,,,,
1553360318.5755804,881.611694336,810.695983887,802.234436035,862.67401123,,,
1553360318.5755866,,,,,,,
1553360318.5794795,898.937744141,813.516479492,805.860778809,881.20880127,,,
1553360318.5833783,856.630065918,811.904785156,800.622680664,837.692321777,,,
1553360318.5864298,,,,,2395824.25,167660144.0,159813472.0
1553360318.5872772,821.978027344,807.875488281,800.622680664,810.293029785,,,
1553360318.5911760,846.959716797,805.457885742,811.904785156,843.333312988,,,
1553360318.5927961,,,,,,,
1553360318.5930471,,,,,,,
1553360318.5950751,876.373596191,797.399291992,807.47253418,872.344299316,,,
1553360318.5989740,851.391967773,801.025634766,801.025634766,832.857116699,,,
1553360318.6020291,,,,,2393406.5,167623072.0,159820736.0
1553360318.6028728,804.652038574,808.681335449,801.831481934,790.952392578,,,
1553360318.6067717,815.53112793,807.875488281,803.846130371,824.395629883,,,
1553360318.6106708,856.630065918,809.890136719,804.249084473,873.956054688,,,
1553360318.6107554,,,,,,,
1553360318.6124296,,,,,,,
1553360318.6126807,,,,,,,
1553360318.6145697,856.227111816,811.501831055,803.443237305,850.989013672,,,
1553360318.6176283,,,,,2394212.5,167619040.0,159840880.0
1553360318.6184685,814.32232666,805.054931641,805.054931641,795.787536621,,,
1553360318.6223674,808.278381348,799.010986328,805.457885742,811.098876953,,,
1553360318.6262665,848.168518066,798.608032227,804.249084473,860.256408691,,,
1553360318.6301653,853.406616211,798.608032227,803.846130371,845.347961426,,,
1553360318.6320632,,,,,,,
1553360318.6323142,,,,,,,
1553360318.6332276,,,,,2392600.75,167587616.0,159769152.0
1553360318.6340642,809.084228516,796.996337891,805.054931641,792.161193848,,,
1553360318.6379631,792.967041016,796.996337891,807.875488281,785.714294434,,,
1553360318.6418622,831.648376465,795.384643555,804.652038574,843.73626709,,,
1553360318.6457610,857.032958984,795.787536621,804.249084473,869.120849609,,,
1553360318.6459243,,,,,,,
1553360318.6488268,,,,,2391794.75,167651280.0,159817504.0
1553360318.6496599,828.827819824,798.20513916,807.069580078,818.351623535,,,
1553360318.6516967,,,,,,,
1553360318.6519475,,,,,,,
1553360318.6535587,802.637390137,799.816833496,804.652038574,789.743591309,,,
1553360318.6574578,830.842468262,801.428588867,803.040283203,839.304016113,,,
1553360318.6613567,871.135559082,804.652038574,805.860778809,880.0,,,
1553360318.6644258,,,,,2392600.75,167637584.0,159821536.0
1553360318.6652555,858.241760254,803.040283203,806.666687012,840.109863281,,,
1553360318.6654370,,,,,,,
1553360318.6654370,,,,,,,
1553360318.6656621,,,,,,,
1553360318.6656904,,,,,,,
1553360318.6657162,,,,,,,
1553360318.6658268,,,,,,,
1553360318.6658852,,,,,,,
1553360318.6659262,,,,,,,
1553360318.6659575,,,,,,,
1553360318.6659892,,,,,,,
1553360318.6661053,,,,,,,
1553360318.6661396,,,,,,,
1553360318.6661649,,,,,,,
1553360318.6661942,,,,,,,
1553360318.6662812,,,,,,,
1553360318.6663256,,,,,,,
1553360318.6663439,,,,,,,
1553360318.6664984,,,,,,,
1553360318.6691544,815.128234863,801.025634766,797.802185059,792.564086914,,,
1553360318.6713300,,,,,,,
1553360318.6715810,,,,,,,
1553360318.6730535,822.783874512,803.040283203,802.637390137,825.604370117,,,
1553360318.6769524,859.047607422,797.802185059,811.904785156,871.538452148,,,
1553360318.6800251,,,,,2399853.5,167689968.0,159861824.0
1553360318.6808512,852.197814941,801.428588867,809.890136719,842.930419922,,,
1553360318.6810932,,,,,,,
1553360318.6847501,811.501831055,811.098876953,805.054931641,791.758239746,,,
1553360318.6886492,805.860778809,811.098876953,802.637390137,802.234436035,,,
1553360318.6909635,,,,,,,
1553360318.6912146,,,,,,,
1553360318.6925480,848.168518066,808.278381348,805.054931641,858.644714355,,,
1553360318.6956244,,,,,2403077.0,167660144.0,159862640.0
1553360318.6964469,865.897460938,811.904785156,810.695983887,867.106201172,,,
1553360318.7003458,831.648376465,811.098876953,809.487182617,821.978027344,,,
1553360318.7042449,811.098876953,811.904785156,806.666687012,818.351623535,,,
1553360318.7081437,847.362609863,816.739929199,815.128234863,867.106201172,,,
1553360318.7105970,,,,,,,
1553360318.7108479,,,,,,,
1553360318.7112236,,,,,2398241.75,167619040.0,159847328.0
1553360318.7120426,874.358947754,811.098876953,818.351623535,881.20880127,,,
1553360318.7159414,836.483520508,809.487182617,814.725280762,831.648376465,,,
1553360318.7162621,,,,,,,
1553360318.7198405,798.608032227,811.904785156,809.084228516,793.369934082,,,
1553360318.7237394,817.948730469,810.293029785,801.831481934,824.798522949,,,
1553360318.7268229,,,,,2397436.0,167684320.0,159863440.0
1553360318.7276382,852.197814941,811.501831055,807.069580078,863.479858398,,,
1553360318.7302306,,,,,,,
1553360318.7304814,,,,,,,
1553360318.7315371,839.304016113,811.501831055,813.113525391,836.080566406,,,
1553360318.7354362,795.384643555,805.457885742,804.249084473,797.802185059,,,
1553360318.7393351,801.831481934,803.443237305,796.190490723,811.904785156,,,
1553360318.7424221,,,,,2393406.5,167689968.0,159849744.0
1553360318.7432339,852.197814941,803.040283203,799.816833496,860.659362793,,,
1553360318.7471328,860.256408691,802.234436035,803.443237305,854.212463379,,,
1553360318.7498641,,,,,,,
1553360318.7501147,,,,,,,
1553360318.7510319,814.725280762,805.860778809,800.622680664,800.219787598,,,
1553360318.7514310,,,,,,,
1553360318.7549307,799.010986328,806.26373291,800.219787598,805.860778809,,,
1553360318.7580214,,,,,2397436.0,167722192.0,159856192.0
1553360318.7588296,845.347961426,802.637390137,806.26373291,863.479858398,,,
1553360318.7627285,867.106201172,803.040283203,803.040283203,868.315002441,,,
1553360318.7666276,824.395629883,804.249084473,805.457885742,815.53112793,,,
1553360318.7669103,,,,,,,
1553360318.7669103,,,,,,,
1553360318.7671354,,,,,,,
1553360318.7671638,,,,,,,
1553360318.7671895,,,,,,,
1553360318.7672999,,,,,,,
1553360318.7673585,,,,,,,
1553360318.7673993,,,,,,,
1553360318.7674305,,,,,,,
1553360318.7674623,,,,,,,
1553360318.7675784,,,,,,,
1553360318.7676125,,,,,,,
1553360318.7676377,,,,,,,
1553360318.7676671,,,,,,,
1553360318.7677541,,,,,,,
1553360318.7677982,,,,,,,
1553360318.7678165,,,,,,,
1553360318.7679710,,,,,,,
1553360318.7694976,,,,,,,
1553360318.7697482,,,,,,,
1553360318.7705264,804.249084473,802.637390137,815.128234863,798.608032227,,,
1553360318.7736206,,,,,2395824.25,167685136.0,159872304.0
1553360318.7744253,839.706970215,802.637390137,812.307678223,841.318664551,,,
1553360318.7783241,865.494506836,804.652038574,807.47253418,869.120849609,,,
1553360318.7822232,835.67767334,801.831481934,806.666687012,832.051269531,,,
1553360318.7861221,802.234436035,799.41394043,805.860778809,790.14654541,,,
1553360318.7865999,,,,,,,
1553360318.7891309,,,,,,,
1553360318.7892199,,,,,2399047.5,167744768.0,159874720.0
1553360318.7893817,,,,,,,
1553360318.7900209,828.424926758,799.010986328,808.681335449,822.783874512,,,
1553360318.7939198,863.8828125,797.802185059,811.904785156,878.79119873,,,
1553360318.7978189,855.018310547,800.622680664,818.351623535,848.168518066,,,
1553360318.8017178,825.201477051,800.219787598,817.948730469,793.369934082,,,
1553360318.8048189,,,,,2394212.5,167784256.0,159844912.0
1553360318.8056166,824.395629883,799.41394043,813.113525391,816.336975098,,,
1553360318.8087645,,,,,,,
1553360318.8090150,,,,,,,
1553360318.8095155,865.494506836,799.41394043,817.948730469,864.688659668,,,
1553360318.8134146,871.135559082,797.399291992,809.487182617,855.421264648,,,
1553360318.8173134,828.021972656,796.593383789,805.054931641,803.443237305,,,
1553360318.8204181,,,,,2397436.0,167784256.0,159837648.0
1553360318.8212123,813.113525391,799.010986328,811.501831055,808.278381348,,,
1553360318.8217690,,,,,,,
1553360318.8251112,850.58605957,798.608032227,821.575073242,871.135559082,,,
1553360318.8283980,,,,,,,
1553360318.8286486,,,,,,,
1553360318.8290102,876.373596191,801.428588867,828.827819824,875.970703125,,,
1553360318.8329091,845.750915527,805.457885742,819.157531738,817.142883301,,,
1553360318.8360174,,,,,2393406.5,167806000.0,159893264.0
1553360318.8368080,812.307678223,802.234436035,815.128234863,797.399291992,,,
1553360318.8407068,833.663024902,801.831481934,814.32232666,841.318664551,,,
1553360318.8446059,861.465209961,803.443237305,813.113525391,869.926757812,,,
1553360318.8480315,,,,,,,
1553360318.8482821,,,,,,,
1553360318.8485048,836.886474609,804.249084473,810.695983887,833.260070801,,,
1553360318.8516166,,,,,2394212.5,167851936.0,159894064.0
1553360318.8524036,789.743591309,801.428588867,802.234436035,791.758239746,,,
1553360318.8563025,801.428588867,798.608032227,803.040283203,817.545776367,,,
1553360318.8569379,,,,,,,
1553360318.8602016,847.362609863,801.831481934,812.710632324,855.421264648,,,
1553360318.8641005,834.871765137,803.040283203,815.53112793,832.454223633,,,
1553360318.8672159,,,,,2397436.0,167860800.0,159925488.0
1553360318.8676651,,,,,,,
1553360318.8679154,,,,,,,
1553360318.8679993,795.384643555,799.41394043,810.695983887,783.296691895,,,
1553360318.8683836,,,,,,,
1553360318.8683836,,,,,,,
1553360318.8686085,,,,,,,
1553360318.8686371,,,,,,,
1553360318.8686628,,,,,,,
1553360318.8687732,,,,,,,
1553360318.8688316,,,,,,,
1553360318.8688726,,,,,,,
1553360318.8689039,,,,,,,
1553360318.8689356,,,,,,,
1553360318.8690512,,,,,,,
1553360318.8690856,,,,,,,
1553360318.8691106,,,,,,,
1553360318.8691399,,,,,,,
1553360318.8692267,,,,,,,
1553360318.8692710,,,,,,,
1553360318.8692894,,,,,,,
1553360318.8694434,,,,,,,
1553360318.8718982,807.875488281,800.219787598,807.875488281,799.010986328,,,
1553360318.8757973,852.197814941,805.457885742,805.054931641,857.838806152,,,
1553360318.8796961,866.703308105,804.249084473,801.831481934,850.183166504,,,
1553360318.8828151,,,,,2402271.0,167815680.0,159949664.0
1553360318.8835950,828.424926758,794.578735352,801.831481934,801.831481934,,,
1553360318.8872986,,,,,,,
1553360318.8874938,817.545776367,794.578735352,806.666687012,793.772888184,,,
1553360318.8875489,,,,,,,
1553360318.8913929,861.062255859,806.26373291,811.501831055,837.692321777,,,
1553360318.8921068,,,,,,,
1553360318.8952918,880.805847168,807.069580078,808.681335449,858.644714355,,,
1553360318.8984144,,,,,2389377.25,167840656.0,159882784.0
1553360318.8991907,853.003662109,807.47253418,802.234436035,813.516479492,,,
1553360318.9030895,844.139221191,806.26373291,797.399291992,806.26373291,,,
1553360318.9069319,,,,,,,
1553360318.9069886,892.087890625,801.025634766,801.831481934,860.659362793,,,
1553360318.9071822,,,,,,,
1553360318.9108875,904.981689453,801.831481934,804.249084473,864.688659668,,,
1553360318.9140136,,,,,2395018.25,167747184.0,159865056.0
1553360318.9147863,867.106201172,805.860778809,803.443237305,805.457885742,,,
1553360318.9186852,852.197814941,809.487182617,805.860778809,798.20513916,,,
1553360318.9225843,886.446899414,804.652038574,805.457885742,855.018310547,,,
1553360318.9264832,907.399291992,799.010986328,805.054931641,876.373596191,,,
1553360318.9265654,,,,,,,
1553360318.9268157,,,,,,,
1553360318.9272757,,,,,,,
1553360318.9296129,,,,,2390989.0,167705280.0,159823152.0
1553360318.9303820,871.94140625,802.234436035,807.875488281,827.216125488,,,
1553360318.9342809,844.139221191,811.098876953,810.695983887,795.384643555,,,
1553360318.9381800,863.8828125,817.142883301,810.695983887,827.619018555,,,
1553360318.9420788,888.05859375,811.904785156,805.457885742,867.912109375,,,
1553360318.9452119,,,,,2391794.75,167675456.0,159809456.0
1553360318.9459777,877.985351562,811.501831055,804.652038574,833.260070801,,,
1553360318.9461989,,,,,,,
1553360318.9464493,,,,,,,
1553360318.9498765,846.153869629,812.307678223,807.47253418,790.14654541,,,
1553360318.9537756,853.809509277,804.652038574,807.069580078,823.186828613,,,
1553360318.9576745,891.684997559,801.025634766,798.608032227,868.717956543,,,
1553360318.9608111,,,,,2392600.75,167627104.0,159778016.0
1553360318.9615734,884.835144043,804.249084473,791.355285645,850.183166504,,,
1553360318.9624445,,,,,,,
1553360318.9654722,840.915771484,803.443237305,792.967041016,800.622680664,,,
1553360318.9658325,,,,,,,
1553360318.9660826,,,,,,,
1553360318.9693713,830.439575195,801.428588867,796.593383789,809.084228516,,,
1553360318.9698570,,,,,,,
1553360318.9698570,,,,,,,
1553360318.9700818,,,,,,,
1553360318.9701107,,,,,,,
1553360318.9701362,,,,,,,
1553360318.9702466,,,,,,,
1553360318.9703047,,,,,,,
1553360318.9703457,,,,,,,
1553360318.9703770,,,,,,,
1553360318.9704087,,,,,,,
1553360318.9705243,,,,,,,
1553360318.9705584,,,,,,,
1553360318.9705837,,,,,,,
1553360318.9706130,,,,,,,
1553360318.9706995,,,,,,,
1553360318.9707437,,,,,,,
1553360318.9707620,,,,,,,
1553360318.9709160,,,,,,,
1553360318.9732702,867.509155273,796.190490723,797.802185059,867.509155273,,,
1553360318.9764104,,,,,2392600.75,167643216.0,159827984.0
1553360318.9771690,886.84979248,803.443237305,800.219787598,867.509155273,,,
1553360318.9810679,854.212463379,810.293029785,803.443237305,807.875488281,,,
1553360318.9849670,833.260070801,809.890136719,802.637390137,791.758239746,,,
1553360318.9854660,,,,,,,
1553360318.9857161,,,,,,,
1553360318.9888659,868.717956543,808.681335449,801.831481934,849.377319336,,,
1553360318.9920096,,,,,2391794.75,167573120.0,159823152.0
1553360318.9927647,899.340637207,802.637390137,805.860778809,872.344299316,,,
1553360318.9966636,873.15020752,803.040283203,803.040283203,822.380981445,,,
1553360318.9976134,,,,,,,
1553360319.0005627,840.109863281,807.875488281,798.20513916,802.637390137,,,
1553360319.0044615,857.838806152,805.054931641,799.41394043,844.542114258,,,
1553360319.0050995,,,,,,,
1553360319.0053496,,,,,,,
1553360319.0076089,,,,,2386959.75,167498976.0,159744976.0
1553360319.0083604,884.835144043,802.234436035,801.428588867,881.611694336,,,
1553360319.0122592,868.717956543,811.501831055,805.054931641,849.780212402,,,
1553360319.0161583,828.827819824,813.919433594,806.666687012,803.443237305,,,
1553360319.0200572,828.424926758,807.47253418,804.652038574,830.036621094,,,
1553360319.0232081,,,,,2391794.75,167544912.0,159774800.0
1553360319.0239561,862.271057129,807.875488281,807.069580078,874.761901855,,,
1553360319.0247328,,,,,,,
1553360319.0249829,,,,,,,
1553360319.0278549,850.58605957,805.860778809,803.846130371,848.974365234,,,
1553360319.0317540,797.802185059,803.040283203,796.190490723,794.578735352,,,
1553360319.0327823,,,,,,,
1553360319.0356529,790.14654541,803.443237305,797.802185059,800.219787598,,,
1553360319.0388074,,,,,2386959.75,167515904.0,159835232.0
1553360319.0395517,836.080566406,807.875488281,807.47253418,855.421264648,,,
1553360319.0434506,851.79486084,809.487182617,809.487182617,867.106201172,,,
1553360319.0443664,,,,,,,
1553360319.0446165,,,,,,,
1553360319.0473497,813.113525391,806.26373291,803.443237305,818.754577637,,,
1553360319.0512486,786.1171875,800.219787598,797.802185059,795.787536621,,,
1553360319.0544066,,,,,2386959.75,167540880.0,159830400.0
1553360319.0551474,820.366271973,796.996337891,797.399291992,843.333312988,,,
1553360319.0590463,854.212463379,807.47253418,794.175842285,883.626403809,,,
1553360319.0629454,827.216125488,809.890136719,800.622680664,837.289367676,,,
1553360319.0639999,,,,,,,
1553360319.0642498,,,,,,,
1553360319.0668442,789.340637207,809.084228516,812.307678223,795.384643555,,,
1553360319.0679512,,,,,,,
1553360319.0700059,,,,,2391794.75,167509456.0,159740144.0
1553360319.0707431,803.443237305,811.904785156,810.293029785,836.483520508,,,
1553360319.0713301,,,,,,,
1553360319.0713301,,,,,,,
1553360319.0715551,,,,,,,
1553360319.0715840,,,,,,,
1553360319.0716097,,,,,,,
1553360319.0717196,,,,,,,
1553360319.0717781,,,,,,,
1553360319.0718188,,,,,,,
1553360319.0718503,,,,,,,
1553360319.0718818,,,,,,,
1553360319.0719972,,,,,,,
1553360319.0720315,,,,,,,
1553360319.0720565,,,,,,,
1553360319.0720859,,,,,,,
1553360319.0721724,,,,,,,
1553360319.0722165,,,,,,,
1553360319.0722349,,,,,,,
1553360319.0723884,,,,,,,
1553360319.0746419,844.139221191,814.725280762,809.890136719,883.626403809,,,
1553360319.0785410,837.692321777,815.934082031,810.695983887,858.241760254,,,
1553360319.0824399,794.981689453,810.293029785,811.904785156,801.025634766,,,
1553360319.0836334,,,,,,,
1553360319.0838833,,,,,,,
1553360319.0856049,,,,,2390989.0,167518320.0,159821536.0
1553360319.0863388,786.923095703,807.069580078,814.32232666,819.157531738,,,
1553360319.0902376,821.575073242,803.846130371,812.710632324,879.597045898,,,
1553360319.0941367,829.230773926,801.831481934,801.831481934,868.315002441,,,
1553360319.0980356,791.758239746,803.846130371,801.025634766,812.307678223,,,
1553360319.1012042,,,,,2388571.5,167470768.0,159797360.0
1553360319.1019344,783.296691895,802.234436035,809.487182617,808.278381348,,,
1553360319.1031201,,,,,,,
1553360319.1032670,,,,,,,
1553360319.1035168,,,,,,,
1553360319.1058333,824.798522949,804.249084473,807.47253418,853.406616211,,,
1553360319.1097324,851.79486084,805.860778809,802.234436035,864.285705566,,,
1553360319.1136312,813.919433594,802.637390137,806.26373291,815.53112793,,,
1553360319.1168034,,,,,2387765.5,167543296.0,159821536.0
1553360319.1175301,778.05859375,799.41394043,807.47253418,792.161193848,,,
1553360319.1214290,811.501831055,801.025634766,796.593383789,851.79486084,,,
1553360319.1229005,,,,,,,
1553360319.1231501,,,,,,,
1553360319.1253281,846.959716797,803.443237305,796.593383789,883.223449707,,,
1553360319.1292269,829.230773926,805.457885742,799.41394043,834.46887207,,,
1553360319.1324027,,,,,2386153.75,167439344.0,159811872.0
1553360319.1331258,798.608032227,805.860778809,796.190490723,805.054931641,,,
1553360319.1370246,813.516479492,806.26373291,796.996337891,837.289367676,,,
1553360319.1382890,,,,,,,
1553360319.1409237,853.406616211,804.652038574,799.41394043,875.970703125,,,
1553360319.1425338,,,,,,,
1553360319.1427836,,,,,,,
1553360319.1448226,847.362609863,806.26373291,797.802185059,853.809509277,,,
1553360319.1480019,,,,,2388571.5,167508640.0,159798976.0
1553360319.1487215,812.307678223,807.069580078,795.384643555,809.487182617,,,
1553360319.1526203,812.710632324,807.069580078,799.010986328,823.58972168,,,
1553360319.1565194,846.153869629,807.875488281,807.47253418,865.091552734,,,
1553360319.1604183,857.032958984,809.890136719,806.666687012,858.241760254,,,
1553360319.1621673,,,,,,,
1553360319.1624172,,,,,,,
1553360319.1636012,,,,,2392600.75,167524768.0,159819920.0
1553360319.1643171,822.783874512,810.293029785,805.860778809,809.890136719,,,
1553360319.1682160,800.622680664,807.47253418,808.681335449,805.457885742,,,
1553360319.1721151,839.706970215,807.875488281,812.307678223,859.047607422,,,
1553360319.1728034,,,,,,,
1553360319.1728034,,,,,,,
1553360319.1730282,,,,,,,
1553360319.1730573,,,,,,,
1553360319.1730831,,,,,,,
1553360319.1731930,,,,,,,
1553360319.1732512,,,,,,,
1553360319.1732922,,,,,,,
1553360319.1733234,,,,,,,
1553360319.1733551,,,,,,,
1553360319.1734579,,,,,,,
1553360319.1734703,,,,,,,
1553360319.1735044,,,,,,,
1553360319.1735294,,,,,,,
1553360319.1735587,,,,,,,
1553360319.1736453,,,,,,,
1553360319.1736891,,,,,,,
1553360319.1737075,,,,,,,
1553360319.1738610,,,,,,,
1553360319.1760139,868.315002441,811.501831055,812.710632324,878.79119873,,,
1553360319.1792004,,,,,2385348.0,167534432.0,159811872.0
1553360319.1799128,836.080566406,814.725280762,814.725280762,834.871765137,,,
1553360319.1818008,,,,,,,
1553360319.1820505,,,,,,,
1553360319.1838117,808.681335449,815.128234863,815.934082031,808.278381348,,,
1553360319.1877108,831.245422363,815.934082031,810.695983887,847.765563965,,,
1553360319.1916096,863.8828125,813.919433594,813.113525391,882.820495605,,,
1553360319.1947997,,,,,2380512.75,167527984.0,159780432.0
