timestamps,eeg_1,eeg_2,eeg_3,eeg_4,ppg_1,ppg_2,ppg_3
1553360350.8664241,823.58972168,788.937744141,794.175842285,818.754577637,,,
1553360350.8702564,,,,,,,
1553360350.8703229,851.79486084,787.32598877,797.399291992,847.362609863,,,
1553360350.8704274,,,,,,,
1553360350.8742220,851.391967773,791.758239746,795.787536621,821.978027344,,,
1553360350.8768249,,,,,2393406.5,165375536.0,159338832.0
1553360350.8781209,817.545776367,789.743591309,790.14654541,780.476196289,,,
1553360350.8820198,817.948730469,787.728942871,790.952392578,793.369934082,,,
1553360350.8859186,851.79486084,790.14654541,790.952392578,836.886474609,,,
1553360350.8898177,851.391967773,790.14654541,795.384643555,826.007324219,,,
1553360350.8898900,,,,,,,
1553360350.8900609,,,,,,,
1553360350.8924241,,,,,2392600.75,165434352.0,159350112.0
1553360350.8937166,819.560424805,790.14654541,798.20513916,785.311340332,,,
1553360350.8958123,,,,,,,
1553360350.8976154,811.098876953,788.534790039,792.161193848,781.282043457,,,
1553360350.9015143,833.260070801,788.534790039,792.967041016,819.560424805,,,
1553360350.9054134,853.003662109,789.340637207,794.175842285,831.648376465,,,
1553360350.9080234,,,,,2390989.0,165386000.0,159314656.0
1553360350.9093122,830.439575195,786.520141602,784.908447266,798.608032227,,,
1553360350.9095235,,,,,,,
1553360350.9096944,,,,,,,
1553360350.9132111,809.084228516,783.296691895,786.1171875,782.490844727,,,
1553360350.9171100,838.498168945,786.520141602,798.20513916,818.754577637,,,
1553360350.9210091,860.256408691,792.161193848,798.20513916,848.974365234,,,
1553360350.9236226,,,,,2388571.5,165359408.0,159349312.0
1553360350.9249079,839.706970215,785.714294434,783.699645996,826.813171387,,,
1553360350.9288068,811.501831055,783.296691895,783.296691895,797.802185059,,,
1553360350.9291570,,,,,,,
1553360350.9293277,,,,,,,
1553360350.9309812,,,,,,,
1553360350.9327056,826.813171387,787.728942871,798.20513916,815.934082031,,,
1553360350.9339352,,,,,,,
1553360350.9339352,,,,,,,
1553360350.9341486,,,,,,,
1553360350.9342315,,,,,,,
1553360350.9342551,,,,,,,
1553360350.9343204,,,,,,,
1553360350.9343565,,,,,,,
1553360350.9344013,,,,,,,
1553360350.9344347,,,,,,,
1553360350.9344580,,,,,,,
1553360350.9345186,,,,,,,
1553360350.9345427,,,,,,,
1553360350.9345620,,,,,,,
1553360350.9345818,,,,,,,
1553360350.9346273,,,,,,,
1553360350.9346528,,,,,,,
1553360350.9346676,,,,,,,
1553360350.9347508,,,,,,,
1553360350.9366047,864.285705566,788.534790039,800.219787598,850.58605957,,,
1553360350.9392216,,,,,2395824.25,165400512.0,159380736.0
1553360350.9405036,856.630065918,794.981689453,798.20513916,837.289367676,,,
1553360350.9444025,817.545776367,794.175842285,798.608032227,802.637390137,,,
1553360350.9483013,813.516479492,788.131896973,796.996337891,811.501831055,,,
1553360350.9487906,,,,,,,
1553360350.9489613,,,,,,,
1553360350.9522004,838.095214844,787.32598877,788.534790039,852.600708008,,,
1553360350.9548209,,,,,2394212.5,165415824.0,159306592.0
1553360350.9560993,838.901123047,784.505493164,785.714294434,845.347961426,,,
1553360350.9599981,812.710632324,782.893798828,792.564086914,796.593383789,,,
1553360350.9638970,805.457885742,782.087890625,790.549438477,789.743591309,,,
1553360350.9661500,,,,,,,
1553360350.9677961,836.483520508,782.087890625,790.549438477,831.245422363,,,
1553360350.9684241,,,,,,,
1553360350.9685948,,,,,,,
1553360350.9704201,,,,,2397436.0,165408576.0,159314656.0
1553360350.9716949,854.212463379,781.282043457,792.161193848,847.362609863,,,
1553360350.9755938,828.021972656,781.684997559,789.340637207,808.278381348,,,
1553360350.9794927,803.040283203,780.073242188,789.743591309,789.743591309,,,
1553360350.9833918,821.575073242,781.282043457,789.743591309,830.439575195,,,
1553360350.9860194,,,,,2393406.5,165365056.0,159321104.0
1553360350.9872906,853.003662109,785.714294434,788.937744141,859.85345459,,,
1553360350.9880574,,,,,,,
1553360350.9882281,,,,,,,
1553360350.9911895,848.571411133,786.923095703,790.549438477,824.395629883,,,
1553360350.9950883,821.172180176,784.908447266,790.549438477,787.728942871,,,
1553360350.9989874,821.575073242,787.728942871,791.355285645,813.516479492,,,
1553360351.0013189,,,,,,,
1553360351.0016186,,,,,2390989.0,165407760.0,159292896.0
1553360351.0028863,853.809509277,790.14654541,794.175842285,845.750915527,,,
1553360351.0067852,856.630065918,790.952392578,792.967041016,825.604370117,,,
1553360351.0076909,,,,,,,
1553360351.0078616,,,,,,,
1553360351.0106840,826.007324219,791.355285645,790.14654541,797.399291992,,,
1553360351.0145831,814.32232666,788.937744141,784.505493164,813.919433594,,,
1553360351.0172179,,,,,2397436.0,165432752.0,159343664.0
1553360351.0184820,841.318664551,790.952392578,790.952392578,860.256408691,,,
1553360351.0223808,855.018310547,794.578735352,796.190490723,858.644714355,,,
1553360351.0262797,820.366271973,792.967041016,793.772888184,813.113525391,,,
1553360351.0273244,,,,,,,
1553360351.0274949,,,,,,,
1553360351.0301788,803.443237305,790.952392578,794.175842285,800.219787598,,,
1553360351.0328171,,,,,2391794.75,165384400.0,159295312.0
1553360351.0340776,833.260070801,791.355285645,789.743591309,832.857116699,,,
1553360351.0354085,,,,,,,
1553360351.0354085,,,,,,,
1553360351.0356216,,,,,,,
1553360351.0357049,,,,,,,
1553360351.0357285,,,,,,,
1553360351.0357938,,,,,,,
1553360351.0358295,,,,,,,
1553360351.0358744,,,,,,,
1553360351.0359077,,,,,,,
1553360351.0359311,,,,,,,
1553360351.0359914,,,,,,,
1553360351.0360157,,,,,,,
1553360351.0360351,,,,,,,
1553360351.0360546,,,,,,,
1553360351.0360999,,,,,,,
1553360351.0361257,,,,,,,
1553360351.0361404,,,,,,,
1553360351.0362232,,,,,,,
1553360351.0364878,,,,,,,
1553360351.0379765,848.571411133,788.937744141,784.908447266,848.974365234,,,
1553360351.0418754,821.978027344,790.952392578,788.937744141,817.142883301,,,
1553360351.0457745,797.399291992,792.967041016,795.384643555,797.399291992,,,
1553360351.0469580,,,,,,,
1553360351.0471284,,,,,,,
1553360351.0484164,,,,,2394212.5,165443216.0,159350112.0
1553360351.0496733,815.934082031,790.14654541,795.787536621,826.813171387,,,
1553360351.0535722,839.706970215,789.743591309,794.175842285,852.600708008,,,
1553360351.0574710,828.827819824,791.758239746,797.802185059,826.813171387,,,
1553360351.0613701,805.054931641,791.758239746,796.996337891,792.161193848,,,
1553360351.0640156,,,,,2397436.0,165447248.0,159321904.0
1553360351.0652690,813.919433594,791.758239746,792.161193848,811.904785156,,,
1553360351.0665915,,,,,,,
1553360351.0667620,,,,,,,
1553360351.0691679,843.333312988,792.161193848,789.340637207,845.750915527,,,
1553360351.0716567,,,,,,,
1553360351.0730667,835.274719238,787.32598877,784.505493164,828.827819824,,,
1553360351.0769658,803.040283203,788.131896973,784.505493164,796.593383789,,,
1553360351.0796146,,,,,2391794.75,165485136.0,159361392.0
1553360351.0808647,801.025634766,795.787536621,791.758239746,798.608032227,,,
1553360351.0847635,826.007324219,794.578735352,794.981689453,837.692321777,,,
1553360351.0862250,,,,,,,
1553360351.0863953,,,,,,,
1553360351.0886624,835.274719238,790.549438477,792.161193848,844.542114258,,,
1553360351.0925615,809.890136719,792.967041016,791.355285645,804.249084473,,,
1553360351.0952139,,,,,2388571.5,165512528.0,159345280.0
1553360351.0964603,788.937744141,790.14654541,794.175842285,791.355285645,,,
1553360351.1003592,809.084228516,784.908447266,792.967041016,827.619018555,,,
1553360351.1042581,835.67767334,788.131896973,790.952392578,856.630065918,,,
1553360351.1058583,,,,,,,
1553360351.1060288,,,,,,,
1553360351.1068256,,,,,,,
1553360351.1081572,815.128234863,788.131896973,793.369934082,824.395629883,,,
1553360351.1108131,,,,,2392600.75,165464976.0,159309824.0
1553360351.1120560,786.520141602,787.728942871,796.996337891,784.505493164,,,
1553360351.1159549,804.652038574,786.923095703,793.772888184,812.307678223,,,
1553360351.1198537,827.216125488,782.087890625,787.728942871,844.139221191,,,
1553360351.1237528,817.142883301,782.490844727,784.505493164,824.395629883,,,
1553360351.1254919,,,,,,,
1553360351.1256623,,,,,,,
1553360351.1264124,,,,,2393406.5,165496416.0,159383152.0
1553360351.1276517,798.20513916,784.102539062,786.1171875,794.578735352,,,
1553360351.1315506,800.219787598,780.476196289,790.14654541,797.802185059,,,
1553360351.1354494,826.007324219,783.296691895,787.728942871,829.230773926,,,
1553360351.1368816,,,,,,,
1553360351.1368816,,,,,,,
1553360351.1370950,,,,,,,
1553360351.1371782,,,,,,,
1553360351.1372018,,,,,,,
1553360351.1372671,,,,,,,
1553360351.1373026,,,,,,,
1553360351.1373475,,,,,,,
1553360351.1373811,,,,,,,
1553360351.1374044,,,,,,,
1553360351.1374645,,,,,,,
1553360351.1374886,,,,,,,
1553360351.1375079,,,,,,,
1553360351.1375275,,,,,,,
1553360351.1375728,,,,,,,
1553360351.1375983,,,,,,,
1553360351.1376131,,,,,,,
1553360351.1376958,,,,,,,
1553360351.1393485,833.663024902,790.14654541,792.967041016,823.58972168,,,
1553360351.1419947,,,,,,,
1553360351.1420116,,,,,2397436.0,165521392.0,159371056.0
1553360351.1432474,803.846130371,786.1171875,792.967041016,786.1171875,,,
1553360351.1451254,,,,,,,
1553360351.1452956,,,,,,,
1553360351.1471462,798.608032227,784.102539062,789.743591309,791.758239746,,,
1553360351.1510451,828.424926758,789.340637207,790.952392578,835.274719238,,,
1553360351.1549442,843.333312988,790.14654541,790.549438477,845.347961426,,,
1553360351.1576109,,,,,2391794.75,165556048.0,159371872.0
1553360351.1588430,820.769226074,785.714294434,792.161193848,803.040283203,,,
1553360351.1627419,795.787536621,787.32598877,791.758239746,784.102539062,,,
1553360351.1647589,,,,,,,
1553360351.1649292,,,,,,,
1553360351.1666408,809.084228516,785.311340332,789.743591309,821.172180176,,,
1553360351.1705399,839.706970215,786.923095703,794.578735352,841.318664551,,,
1553360351.1732101,,,,,2396630.0,165536704.0,159385568.0
1553360351.1744387,836.886474609,790.549438477,789.743591309,812.710632324,,,
1553360351.1771636,,,,,,,
1553360351.1783376,809.487182617,786.923095703,784.102539062,783.699645996,,,
1553360351.1822364,819.157531738,788.534790039,790.14654541,813.919433594,,,
1553360351.1843925,,,,,,,
1553360351.1845624,,,,,,,
1553360351.1861355,855.018310547,788.131896973,796.996337891,855.421264648,,,
1553360351.1888094,,,,,2399047.5,165567328.0,159408128.0
1553360351.1900344,855.421264648,784.908447266,803.443237305,835.67767334,,,
1553360351.1939332,818.351623535,785.714294434,800.622680664,802.637390137,,,
1553360351.1978321,811.904785156,786.520141602,796.996337891,817.948730469,,,
1553360351.2017312,848.168518066,791.758239746,803.846130371,848.168518066,,,
1553360351.2040260,,,,,,,
1553360351.2041960,,,,,,,
1553360351.2044086,,,,,2395824.25,165590688.0,159421024.0
1553360351.2056301,862.67401123,796.593383789,801.428588867,842.124511719,,,
1553360351.2095289,832.051269531,790.952392578,795.384643555,809.890136719,,,
1553360351.2123325,,,,,,,
1553360351.2134278,813.919433594,784.102539062,796.593383789,805.860778809,,,
1553360351.2173269,847.362609863,788.534790039,801.025634766,842.52746582,,,
1553360351.2200077,,,,,2403882.75,165656784.0,159389600.0
1553360351.2212257,868.315002441,796.593383789,803.040283203,857.435913086,,,
1553360351.2236593,,,,,,,
1553360351.2238295,,,,,,,
1553360351.2251246,838.901123047,792.564086914,802.637390137,824.395629883,,,
1553360351.2290235,818.754577637,791.355285645,811.098876953,805.457885742,,,
1553360351.2329226,841.318664551,799.010986328,814.725280762,839.706970215,,,
1553360351.2356069,,,,,2392600.75,165577808.0,159386368.0
1553360351.2368214,866.703308105,801.428588867,811.098876953,864.285705566,,,
1553360351.2383549,,,,,,,
1553360351.2383549,,,,,,,
1553360351.2385681,,,,,,,
1553360351.2386518,,,,,,,
1553360351.2386751,,,,,,,
1553360351.2387402,,,,,,,
1553360351.2387760,,,,,,,
1553360351.2388208,,,,,,,
1553360351.2388542,,,,,,,
1553360351.2388775,,,,,,,
1553360351.2389374,,,,,,,
1553360351.2389615,,,,,,,
1553360351.2389808,,,,,,,
1553360351.2390006,,,,,,,
1553360351.2390456,,,,,,,
1553360351.2390709,,,,,,,
1553360351.2390859,,,,,,,
1553360351.2391682,,,,,,,
1553360351.2407203,853.406616211,799.41394043,798.608032227,834.46887207,,,
1553360351.2432928,,,,,,,
1553360351.2434628,,,,,,,
1553360351.2446191,819.963378906,799.010986328,794.981689453,799.010986328,,,
1553360351.2475014,,,,,,,
1553360351.2485182,828.424926758,798.608032227,799.41394043,822.380981445,,,
1553360351.2512062,,,,,2401465.25,165589088.0,159376704.0
1553360351.2524171,854.212463379,789.743591309,796.593383789,853.003662109,,,
1553360351.2563159,843.73626709,782.490844727,793.772888184,842.930419922,,,
1553360351.2602148,812.710632324,792.161193848,796.996337891,801.025634766,,,
1553360351.2629263,,,,,,,
1553360351.2630963,,,,,,,
1553360351.2641139,809.487182617,800.622680664,794.981689453,799.010986328,,,
1553360351.2668054,,,,,2394212.5,165506080.0,159315456.0
1553360351.2680128,839.304016113,802.234436035,792.564086914,842.52746582,,,
1553360351.2719116,844.139221191,802.637390137,792.161193848,846.556762695,,,
1553360351.2758105,813.919433594,796.593383789,788.131896973,807.875488281,,,
1553360351.2797096,804.652038574,791.355285645,785.714294434,797.399291992,,,
1553360351.2824047,,,,,2399047.5,165386816.0,159276784.0
1553360351.2825599,,,,,,,
1553360351.2826703,,,,,,,
1553360351.2827299,,,,,,,
1553360351.2836084,831.648376465,789.340637207,788.131896973,837.289367676,,,
1553360351.2875073,851.391967773,790.14654541,786.520141602,849.780212402,,,
1553360351.2914062,840.109863281,791.758239746,786.923095703,813.516479492,,,
1553360351.2953053,822.380981445,790.549438477,788.937744141,794.175842285,,,
1553360351.2980039,,,,,2393406.5,165439200.0,159259040.0
1553360351.2992041,838.095214844,789.340637207,785.714294434,824.395629883,,,
1553360351.3021934,,,,,,,
1553360351.3023632,,,,,,,
1553360351.3031030,864.285705566,785.714294434,790.952392578,853.809509277,,,
1553360351.3070018,853.406616211,788.131896973,796.593383789,830.842468262,,,
1553360351.3109009,827.216125488,790.952392578,797.802185059,799.816833496,,,
1553360351.3136032,,,,,2403077.0,165352160.0,159305792.0
1553360351.3147998,831.245422363,789.743591309,792.564086914,823.992675781,,,
1553360351.3178391,,,,,,,
1553360351.3186986,857.032958984,792.967041016,790.14654541,857.838806152,,,
1553360351.3218269,,,,,,,
1553360351.3219967,,,,,,,
1553360351.3225975,861.062255859,794.578735352,791.758239746,846.959716797,,,
1553360351.3264966,824.798522949,788.937744141,788.534790039,809.487182617,,,
1553360351.3292024,,,,,2392600.75,165328784.0,159259856.0
1553360351.3303955,815.934082031,785.714294434,784.908447266,809.084228516,,,
1553360351.3342943,849.377319336,789.743591309,784.908447266,845.750915527,,,
1553360351.3381932,853.406616211,791.758239746,789.743591309,846.153869629,,,
1553360351.3398283,,,,,,,
1553360351.3398283,,,,,,,
1553360351.3400414,,,,,,,
1553360351.3401251,,,,,,,
1553360351.3401487,,,,,,,
1553360351.3402135,,,,,,,
1553360351.3402491,,,,,,,
1553360351.3402939,,,,,,,
1553360351.3403275,,,,,,,
1553360351.3403506,,,,,,,
1553360351.3404105,,,,,,,
1553360351.3404346,,,,,,,
1553360351.3404539,,,,,,,
1553360351.3404734,,,,,,,
1553360351.3405182,,,,,,,
1553360351.3405437,,,,,,,
1553360351.3405585,,,,,,,
1553360351.3406408,,,,,,,
1553360351.3414602,,,,,,,
1553360351.3416302,,,,,,,
1553360351.3420923,816.739929199,785.714294434,786.923095703,806.26373291,,,
1553360351.3448017,,,,,2388571.5,165365856.0,159204256.0
1553360351.3459911,797.399291992,786.1171875,784.102539062,800.219787598,,,
1553360351.3498900,826.813171387,790.952392578,784.908447266,834.065917969,,,
1553360351.3530080,,,,,,,
1553360351.3537889,851.79486084,795.384643555,787.728942871,854.615356445,,,
1553360351.3576877,831.245422363,796.593383789,796.996337891,825.201477051,,,
1553360351.3604007,,,,,2387765.5,165315904.0,159224400.0
1553360351.3610938,,,,,,,
1553360351.3612635,,,,,,,
1553360351.3615868,801.428588867,793.369934082,797.399291992,792.564086914,,,
1553360351.3654857,810.695983887,799.41394043,793.369934082,813.919433594,,,
1553360351.3693845,840.915771484,798.608032227,796.996337891,841.318664551,,,
1553360351.3732834,832.857116699,791.758239746,795.787536621,824.395629883,,,
1553360351.3759999,,,,,2385348.0,165329600.0,159307392.0
1553360351.3771825,796.593383789,789.743591309,789.340637207,788.937744141,,,
1553360351.3807273,,,,,,,
1553360351.3808970,,,,,,,
1553360351.3810813,800.219787598,787.728942871,784.505493164,801.428588867,,,
1553360351.3849802,834.065917969,786.520141602,780.476196289,842.930419922,,,
1553360351.3881769,,,,,,,
1553360351.3888791,840.512817383,783.296691895,781.684997559,834.065917969,,,
1553360351.3915992,,,,,2392600.75,165307040.0,159259040.0
1553360351.3927782,806.666687012,779.26739502,783.296691895,796.190490723,,,
1553360351.3966770,795.787536621,783.296691895,786.1171875,794.578735352,,,
1553360351.4003608,,,,,,,
1553360351.4005303,,,,,,,
1553360351.4005759,824.798522949,789.340637207,791.758239746,836.886474609,,,
1553360351.4044747,837.289367676,786.1171875,786.923095703,852.600708008,,,
1553360351.4071984,,,,,2391794.75,165308640.0,159253408.0
1553360351.4083738,812.710632324,786.520141602,784.908447266,812.307678223,,,
1553360351.4122727,795.384643555,793.369934082,791.355285645,791.758239746,,,
1553360351.4161716,814.725280762,799.41394043,792.161193848,830.036621094,,,
1553360351.4199944,,,,,,,
1553360351.4200704,836.886474609,796.593383789,791.758239746,855.824157715,,,
1553360351.4201639,,,,,,,
1553360351.4227977,,,,,2391794.75,165307040.0,159274352.0
1553360351.4233458,,,,,,,
1553360351.4239695,818.754577637,788.937744141,791.758239746,826.813171387,,,
1553360351.4278684,787.32598877,781.282043457,791.355285645,794.981689453,,,
1553360351.4317672,798.20513916,780.879150391,786.923095703,816.739929199,,,
1553360351.4356661,828.424926758,786.1171875,789.743591309,858.241760254,,,
1553360351.4383969,,,,,2382930.5,165330400.0,159258240.0
1553360351.4395652,821.172180176,786.923095703,797.399291992,826.813171387,,,
1553360351.4396279,,,,,,,
1553360351.4397974,,,,,,,
1553360351.4413016,,,,,,,
1553360351.4413016,,,,,,,
1553360351.4415145,,,,,,,
1553360351.4415984,,,,,,,
1553360351.4416220,,,,,,,
1553360351.4416869,,,,,,,
1553360351.4417222,,,,,,,
1553360351.4417672,,,,,,,
1553360351.4418006,,,,,,,
1553360351.4418240,,,,,,,
1553360351.4418836,,,,,,,
1553360351.4419074,,,,,,,
1553360351.4419267,,,,,,,
1553360351.4419463,,,,,,,
1553360351.4419911,,,,,,,
1553360351.4420164,,,,,,,
1553360351.4420314,,,,,,,
1553360351.4421132,,,,,,,
1553360351.4434640,789.340637207,784.102539062,793.369934082,774.029296875,,,
1553360351.4473629,782.893798828,776.043945312,791.758239746,790.952392578,,,
1553360351.4512618,808.278381348,774.029296875,790.14654541,828.021972656,,,
1553360351.4539962,,,,,2394212.5,165338464.0,159300960.0
1553360351.4551609,817.948730469,774.835144043,785.311340332,826.007324219,,,
1553360351.4585147,,,,,,,
1553360351.4590597,792.967041016,780.879150391,780.879150391,800.622680664,,,
1553360351.4592612,,,,,,,
1553360351.4594307,,,,,,,
1553360351.4629586,784.505493164,787.32598877,778.05859375,799.816833496,,,
1553360351.4668574,817.142883301,784.908447266,778.864440918,832.454223633,,,
1553360351.4695954,,,,,2390989.0,165303008.0,159222784.0
1553360351.4707565,837.289367676,784.505493164,781.282043457,840.512817383,,,
1553360351.4746554,807.875488281,783.296691895,785.714294434,800.219787598,,,
1553360351.4785542,790.952392578,776.84979248,786.520141602,784.102539062,,,
1553360351.4788947,,,,,,,
1553360351.4790642,,,,,,,
1553360351.4824531,817.142883301,773.626403809,790.14654541,814.725280762,,,
1553360351.4851947,,,,,2385348.0,165286080.0,159274352.0
1553360351.4863522,843.73626709,782.490844727,799.816833496,838.901123047,,,
1553360351.4902511,834.46887207,789.743591309,799.010986328,811.904785156,,,
1553360351.4936836,,,,,,,
1553360351.4941499,795.787536621,782.087890625,784.505493164,787.32598877,,,
1553360351.4980488,799.010986328,776.446899414,784.505493164,815.934082031,,,
1553360351.4985282,,,,,,,
1553360351.4986978,,,,,,,
1553360351.5007937,,,,,2389377.25,165332016.0,159294512.0
1553360351.5019479,846.153869629,785.714294434,788.131896973,842.930419922,,,
1553360351.5058467,840.109863281,790.549438477,784.505493164,823.186828613,,,
1553360351.5097456,802.637390137,789.340637207,786.923095703,786.520141602,,,
1553360351.5136445,795.787536621,787.32598877,793.772888184,795.384643555,,,
1553360351.5163929,,,,,2385348.0,165329600.0,159244544.0
1553360351.5175436,814.32232666,782.490844727,794.981689453,837.289367676,,,
1553360351.5181618,,,,,,,
1553360351.5183311,,,,,,,
1553360351.5214424,822.380981445,783.296691895,790.549438477,844.945068359,,,
1553360351.5253413,797.399291992,787.728942871,788.131896973,809.487182617,,,
1553360351.5288527,,,,,,,
1553360351.5292401,787.728942871,790.549438477,791.758239746,799.41394043,,,
1553360351.5319922,,,,,2394212.5,165426304.0,159263072.0
1553360351.5331392,820.769226074,788.131896973,796.996337891,842.930419922,,,
1553360351.5370381,839.706970215,786.923095703,793.369934082,858.644714355,,,
1553360351.5377953,,,,,,,
1553360351.5379646,,,,,,,
1553360351.5409369,814.32232666,789.340637207,784.908447266,821.172180176,,,
1553360351.5427747,,,,,,,
1553360351.5427747,,,,,,,
1553360351.5429878,,,,,,,
1553360351.5430720,,,,,,,
1553360351.5430954,,,,,,,
1553360351.5431600,,,,,,,
1553360351.5431955,,,,,,,
1553360351.5432403,,,,,,,
1553360351.5432737,,,,,,,
1553360351.5432971,,,,,,,
1553360351.5433564,,,,,,,
1553360351.5433805,,,,,,,
1553360351.5433998,,,,,,,
1553360351.5434191,,,,,,,
1553360351.5434639,,,,,,,
1553360351.5434892,,,,,,,
1553360351.5435040,,,,,,,
1553360351.5435855,,,,,,,
1553360351.5448358,797.399291992,786.923095703,782.893798828,803.040283203,,,
1553360351.5475914,,,,,2388571.5,165344912.0,159296928.0
1553360351.5487349,819.560424805,783.699645996,784.102539062,829.230773926,,,
1553360351.5526338,847.765563965,783.296691895,785.714294434,854.212463379,,,
1553360351.5565326,835.67767334,783.296691895,788.534790039,825.201477051,,,
1553360351.5574288,,,,,,,
1553360351.5575979,,,,,,,
1553360351.5604315,802.637390137,786.1171875,787.728942871,788.937744141,,,
1553360351.5631907,,,,,2395018.25,165344096.0,159256624.0
1553360351.5640216,,,,,,,
1553360351.5643306,811.501831055,790.549438477,786.520141602,811.098876953,,,
1553360351.5682294,844.945068359,791.758239746,792.161193848,851.79486084,,,
1553360351.5721283,840.915771484,794.175842285,792.564086914,837.289367676,,,
1553360351.5760272,813.113525391,796.593383789,786.923095703,796.190490723,,,
1553360351.5770621,,,,,,,
1553360351.5772314,,,,,,,
1553360351.5787899,,,,,2393406.5,165346528.0,159322704.0
1553360351.5799263,811.501831055,793.369934082,785.714294434,802.637390137,,,
1553360351.5838251,833.260070801,789.340637207,782.087890625,848.974365234,,,
1553360351.5877240,843.333312988,787.728942871,787.32598877,852.600708008,,,
1553360351.5916228,817.142883301,782.490844727,790.952392578,809.890136719,,,
1553360351.5943892,,,,,2392600.75,165319920.0,159269520.0
1553360351.5955219,801.025634766,781.684997559,786.923095703,805.457885742,,,
1553360351.5966957,,,,,,,
1553360351.5968649,,,,,,,
1553360351.5991905,,,,,,,
1553360351.5994208,828.827819824,782.893798828,785.311340332,838.095214844,,,
1553360351.6033196,852.600708008,786.520141602,788.937744141,850.989013672,,,
1553360351.6072185,829.633728027,790.14654541,794.578735352,816.739929199,,,
1553360351.6099885,,,,,2396630.0,165329600.0,159262272.0
1553360351.6111176,802.637390137,789.743591309,791.758239746,788.937744141,,,
1553360351.6150165,823.58972168,793.772888184,789.340637207,825.604370117,,,
1553360351.6163292,,,,,,,
1553360351.6164982,,,,,,,
1553360351.6189153,854.615356445,797.399291992,790.549438477,856.227111816,,,
1553360351.6228142,842.124511719,800.219787598,786.1171875,828.424926758,,,
1553360351.6255877,,,,,2400659.25,165314288.0,159259040.0
1553360351.6267133,821.978027344,794.578735352,784.908447266,799.816833496,,,
1553360351.6306121,832.454223633,788.937744141,790.549438477,819.157531738,,,
1553360351.6343594,,,,,,,
1553360351.6345110,857.032958984,789.743591309,794.578735352,856.227111816,,,
1553360351.6359627,,,,,,,
1553360351.6361318,,,,,,,
1553360351.6384099,858.241760254,788.937744141,799.816833496,843.73626709,,,
1553360351.6411867,,,,,2394212.5,165328784.0,159288864.0
1553360351.6423090,825.604370117,791.758239746,797.399291992,804.652038574,,,
1553360351.6442480,,,,,,,
1553360351.6442480,,,,,,,
1553360351.6444612,,,,,,,
1553360351.6445453,,,,,,,
1553360351.6445689,,,,,,,
1553360351.6446333,,,,,,,
1553360351.6446686,,,,,,,
1553360351.6447136,,,,,,,
1553360351.6447470,,,,,,,
1553360351.6447701,,,,,,,
1553360351.6448295,,,,,,,
1553360351.6448534,,,,,,,
1553360351.6448727,,,,,,,
1553360351.6448922,,,,,,,
1553360351.6449368,,,,,,,
1553360351.6449618,,,,,,,
1553360351.6449766,,,,,,,
1553360351.6450582,,,,,,,
1553360351.6462078,812.710632324,789.340637207,786.923095703,815.128234863,,,
1553360351.6501067,841.721618652,790.952392578,792.967041016,850.183166504,,,
1553360351.6540055,855.824157715,794.175842285,798.20513916,847.765563965,,,
1553360351.6555963,,,,,,,
1553360351.6557653,,,,,,,
1553360351.6567860,,,,,2389377.25,165325568.0,159295312.0
1553360351.6579046,828.424926758,790.549438477,798.608032227,809.084228516,,,
1553360351.6618035,810.293029785,788.937744141,796.593383789,800.219787598,,,
1553360351.6657023,833.260070801,794.981689453,790.14654541,842.124511719,,,
1553360351.6695282,,,,,,,
1553360351.6696012,857.032958984,798.20513916,791.355285645,863.8828125,,,
1553360351.6723852,,,,,2395018.25,165358608.0,159270336.0
1553360351.6735003,836.886474609,788.131896973,793.369934082,837.289367676,,,
1553360351.6752298,,,,,,,
1553360351.6753986,,,,,,,
1553360351.6773992,805.860778809,781.282043457,796.996337891,811.098876953,,,
1553360351.6812980,820.366271973,786.1171875,799.816833496,828.827819824,,,
1553360351.6851969,852.197814941,789.340637207,794.981689453,857.435913086,,,
1553360351.6879845,,,,,2394212.5,165383584.0,159315456.0
1553360351.6890960,842.124511719,791.758239746,794.578735352,836.483520508,,,
1553360351.6929948,807.875488281,792.161193848,792.161193848,794.578735352,,,
1553360351.6948631,,,,,,,
1553360351.6950321,,,,,,,
1553360351.6968937,803.846130371,785.311340332,792.967041016,803.443237305,,,
1553360351.7007926,833.663024902,789.340637207,792.161193848,843.73626709,,,
1553360351.7035837,,,,,2394212.5,165356992.0,159278384.0
1553360351.7046916,832.051269531,792.564086914,785.714294434,839.304016113,,,
1553360351.7046971,,,,,,,
1553360351.7085905,799.010986328,792.161193848,784.505493164,794.578735352,,,
1553360351.7124894,794.578735352,787.32598877,788.131896973,788.937744141,,,
1553360351.7144966,,,,,,,
1553360351.7146654,,,,,,,
1553360351.7163882,826.41027832,782.490844727,792.564086914,832.051269531,,,
1553360351.7191830,,,,,2395824.25,165344096.0,159321104.0
1553360351.7202873,839.706970215,783.296691895,790.14654541,844.139221191,,,
1553360351.7241862,812.307678223,782.893798828,792.564086914,803.040283203,,,
1553360351.7280850,792.161193848,781.282043457,796.190490723,783.296691895,,,
1553360351.7319839,812.710632324,778.461547852,788.534790039,822.380981445,,,
1553360351.7341301,,,,,,,
1553360351.7342989,,,,,,,
1553360351.7347822,,,,,2394212.5,165391648.0,159309008.0
1553360351.7358830,838.498168945,780.476196289,786.1171875,849.780212402,,,
